0.04776,0.024947,1.0809e-13,1.1407e-15,1.0648e-15,1.0938e-15,1.0818e-15,1.1005e-15,0.00056196,0.0089644,0.0085616,0.0087165,0.0086073,6.2953e-13,8.1662e-21,2.1702e-12,2.1702e-12,2.1702e-12,2.1702e-12,2.1702e-12,2.1702e-12,2.2195e-12,7.2465e-13,9.427e-21,2.4861e-12,2.4861e-12,2.4861e-12,2.4861e-12,8.986e-13,1.1741e-20,3.0751e-12,3.0751e-12,3.0751e-12,3.0751e-12,3.0751e-12,3.0751e-12,7.2468e-13,9.4271e-21,2.4839e-12,2.4839e-12,2.4839e-12,2.4839e-12,4.653e-12,4.3306e-12,4.2275e-12,4.292e-12,4.2294e-12,7.7596e-12,7.2155e-12,6.9873e-12,7.1223e-12,6.9858e-12,3.2024e-12,2.9817e-12,2.9303e-12,2.9646e-12,2.9338e-12
3.3871e-06,7.8121e-07,0.0045367,0.0010431,8.5562e-09,7.0006e-09,8.8179e-09,7.2585e-09,1.1408e-15,4.2872e-14,4.6871e-14,4.6851e-14,4.2742e-14,5.5297e-06,2.0544e-13,1.4524e-05,1.4524e-05,1.4524e-05,1.4524e-05,1.4524e-05,1.4524e-05,1.4842e-05,3.4166e-06,1.2579e-13,9.0655e-06,9.0655e-06,9.0655e-06,9.0655e-06,5.8132e-06,2.1577e-13,1.5279e-05,1.5279e-05,1.5279e-05,1.5279e-05,1.5279e-05,1.5279e-05,3.5913e-06,1.3239e-13,9.5106e-06,9.5106e-06,9.5106e-06,9.5106e-06,0.4924,2.3083e-05,1.7439e-05,2.3556e-05,1.8282e-05,0.13566,3.626e-05,2.6987e-05,3.6956e-05,2.8351e-05,0.67096,1.693e-05,1.2984e-05,1.7308e-05,1.3582e-05
0.01447,0.0033427,0.0047488,8.556e-09,0.0013066,6.9576e-09,7.5428e-14,7.2504e-09,1.0648e-15,3.8639e-14,4.2283e-14,4.2266e-14,3.852e-14,0.078872,4.8144e-08,0.15959,0.15959,0.15959,0.15959,0.15959,0.15959,0.15268,3.6134e-06,1.3351e-13,9.5553e-06,9.5553e-06,9.5553e-06,9.5553e-06,5.4839e-11,3.5193e-19,2.2072e-10,2.2072e-10,2.2072e-10,2.2072e-10,2.2072e-10,2.2072e-10,3.7938e-06,1.4037e-13,1.0015e-05,1.0015e-05,1.0015e-05,1.0015e-05,2.6513e-05,0.62136,1.838e-05,3.2565e-10,1.9265e-05,4.2687e-05,0.17709,2.8757e-05,5.4557e-10,3.0171e-05,1.8988e-05,0.84318,1.3533e-05,2.2254e-10,1.4169e-05
0.013236,0.0030345,0.0048201,7.0008e-09,6.9573e-09,0.0021418,6.6427e-09,5.5749e-14,1.0938e-15,3.8251e-14,4.1903e-14,4.1887e-14,3.8131e-14,3.5142e-06,1.2995e-13,9.3107e-06,9.3106e-06,9.3106e-06,9.3106e-06,9.3106e-06,9.3107e-06,9.5017e-06,0.13624,8.4237e-08,0.26644,0.26645,0.26645,0.26645,4.7278e-06,1.7676e-13,1.237e-05,1.237e-05,1.237e-05,1.237e-05,1.237e-05,1.237e-05,3.1288e-11,1.9906e-19,1.264e-10,1.264e-10,1.264e-10,1.264e-10,2.168e-05,2.0771e-05,1.0204,1.9346e-05,2.3312e-10,3.4904e-05,3.3243e-05,0.29384,3.0801e-05,3.8891e-10,1.5529e-05,1.4967e-05,1.3833,1.3999e-05,1.5994e-10
0.012227,0.0028259,0.0048153,8.8182e-09,7.543e-14,6.6429e-09,0.0013024,6.8445e-09,1.0818e-15,3.9533e-14,4.3263e-14,4.3246e-14,3.9412e-14,4.9224e-11,3.1568e-19,1.9834e-10,1.9833e-10,1.9833e-10,1.9833e-10,1.9833e-10,1.9834e-10,2.0303e-10,3.6991e-06,1.3688e-13,9.7556e-06,9.7555e-06,9.7555e-06,9.7555e-06,0.086218,5.2826e-08,0.16501,0.16502,0.16502,0.16502,0.16502,0.16502,3.8598e-06,1.4301e-13,1.0161e-05,1.0161e-05,1.0161e-05,1.0161e-05,2.6817e-05,3.3041e-10,1.8646e-05,0.61972,1.9413e-05,4.3017e-05,5.5437e-10,2.948e-05,0.17731,3.0747e-05,1.9265e-05,2.254e-10,1.3579e-05,0.84071,1.4112e-05
0.013278,0.0030468,0.0048071,7.2588e-09,7.2501e-09,5.5749e-14,6.8444e-09,0.0021344,1.1005e-15,3.8495e-14,4.2171e-14,4.2156e-14,3.8375e-14,3.493e-06,1.2912e-13,9.2712e-06,9.2712e-06,9.2712e-06,9.2712e-06,9.2712e-06,9.2712e-06,9.4587e-06,3.0937e-11,1.9682e-19,1.2515e-10,1.2515e-10,1.2515e-10,1.2515e-10,4.6713e-06,1.746e-13,1.2235e-05,1.2235e-05,1.2235e-05,1.2235e-05,1.2235e-05,1.2235e-05,0.13833,8.5781e-08,0.26745,0.26745,0.26745,0.26745,2.1526e-05,2.0756e-05,2.3077e-10,1.9218e-05,1.0171,3.4427e-05,3.2996e-05,3.8458e-10,3.0414e-05,0.2932,1.5529e-05,1.5063e-05,1.5853e-10,1.3994e-05,1.3786
2.0115e-06,4.6409e-07,0.0020034,5.4093e-05,4.602e-09,3.7015e-09,6.9668e-09,3.6552e-09,4.2177e-14,1.7419e-12,1.9025e-12,1.9017e-12,1.7362e-12,2.9563e-06,1.2079e-13,7.5453e-06,7.5452e-06,7.5452e-06,7.5452e-06,7.5452e-06,7.5453e-06,7.709e-06,1.7978e-06,7.2711e-14,4.6384e-06,4.6384e-06,4.6384e-06,4.6384e-06,4.5614e-06,1.892e-13,1.1588e-05,1.1588e-05,1.1588e-05,1.1588e-05,1.1588e-05,1.1588e-05,1.7999e-06,7.2766e-14,4.6375e-06,4.6375e-06,4.6375e-06,4.6375e-06,0.072785,1.2045e-05,8.9546e-06,1.7957e-05,8.9451e-06,0.094269,1.8818e-05,1.3778e-05,2.799e-05,1.3794e-05,0.063145,8.8835e-06,6.7053e-06,1.3282e-05,6.6829e-06
1.3596e-07,3.1383e-08,0.00026366,8.0624e-06,2.6383e-10,2.1255e-10,4.0167e-10,2.0986e-10,1.6605e-13,7.3983e-12,8.0733e-12,8.0694e-12,7.372e-12,1.7443e-07,4.2318e-15,5.0911e-07,5.0911e-07,5.0911e-07,5.0911e-07,5.0911e-07,5.0911e-07,5.2056e-07,1.0567e-07,2.5433e-15,3.1113e-07,3.1113e-07,3.1113e-07,3.1113e-07,2.7052e-07,6.6409e-15,7.8701e-07,7.8701e-07,7.8701e-07,7.8701e-07,7.8701e-07,7.8701e-07,1.0578e-07,2.5451e-15,3.1101e-07,3.1101e-07,3.1101e-07,3.1101e-07,0.014353,7.9676e-07,5.9113e-07,1.1962e-06,5.9056e-07,0.02054,1.2751e-06,9.3319e-07,1.911e-06,9.3414e-07,0.011514,5.7304e-07,4.312e-07,8.623e-07,4.2989e-07
5.0516e-08,2.634e-08,4.2765e-07,1.4072e-08,2.126e-13,1.715e-13,3.2507e-13,1.693e-13,1.7202e-10,8.6598e-09,9.4355e-09,9.4305e-09,8.6255e-09,1.4381e-10,2.2152e-18,4.7065e-10,4.7065e-10,4.7065e-10,4.7065e-10,4.7065e-10,4.7065e-10,4.815e-10,8.6872e-11,1.3296e-18,2.8639e-10,2.8639e-10,2.8639e-10,2.8639e-10,2.2388e-10,3.4817e-18,7.3098e-10,7.3097e-10,7.3097e-10,7.3097e-10,7.3097e-10,7.3097e-10,8.6947e-11,1.3304e-18,2.8624e-10,2.8624e-10,2.8624e-10,2.8624e-10,3.1243e-05,7.2582e-10,5.3766e-10,1.0952e-09,5.3719e-10,4.731e-05,1.1822e-09,8.6502e-10,1.7816e-09,8.6578e-10,2.3812e-05,5.1203e-10,3.8433e-10,7.7417e-10,3.8326e-10
8.3194e-07,4.3439e-07,8.5806e-08,2.9279e-09,2.6835e-14,2.1665e-14,4.1147e-14,2.1386e-14,2.4714e-09,1.4318e-07,1.557e-07,1.556e-07,1.4254e-07,1.8435e-11,2.0259e-19,6.5394e-11,6.5393e-11,6.5393e-11,6.5393e-11,6.5393e-11,6.5393e-11,6.6924e-11,1.1115e-11,1.2148e-19,3.9683e-11,3.9683e-11,3.9683e-11,3.9683e-11,2.8768e-11,3.188e-19,1.0186e-10,1.0186e-10,1.0186e-10,1.0186e-10,1.0186e-10,1.0186e-10,1.1123e-11,1.2155e-19,3.9659e-11,3.9659e-11,3.9659e-11,3.9659e-11,7.3688e-06,9.9914e-11,7.3939e-11,1.5125e-10,7.3878e-11,1.1451e-05,1.6454e-10,1.2039e-10,2.4883e-10,1.2048e-10,5.4753e-06,6.9609e-11,5.2163e-11,1.0556e-10,5.2026e-11
4.4588e-06,2.3282e-06,5.721e-09,2.0259e-10,1.0366e-15,8.3756e-16,1.5939e-15,8.2672e-16,1.1809e-08,7.6847e-07,8.3405e-07,8.3351e-07,7.6463e-07,7.2362e-13,5.5023e-21,2.8121e-12,2.812e-12,2.812e-12,2.812e-12,2.812e-12,2.8121e-12,2.8789e-12,4.3548e-13,3.2962e-21,1.7018e-12,1.7018e-12,1.7018e-12,1.7018e-12,1.132e-12,8.6688e-21,4.3929e-12,4.3928e-12,4.3928e-12,4.3928e-12,4.3928e-12,4.3928e-12,4.3578e-13,3.298e-21,1.7006e-12,1.7006e-12,1.7006e-12,1.7006e-12,5.9786e-07,4.2558e-12,3.1462e-12,6.4636e-12,3.1438e-12,9.5518e-07,7.0877e-12,5.1853e-12,1.0756e-11,5.1889e-12,4.3165e-07,2.9266e-12,2.1892e-12,4.452e-12,2.1839e-12
