0.22697,5.1248e-12,3.6249e-12,2.2077e-12,3.6825e-12,2.2209e-12,1.7714e-10,4.5795e-09,3.897e-06,1.1943e-05,0.00017014,0.063003,0.026761,8.0376e-11,2.0743e-09,1.7655e-06,5.4117e-06,7.7104e-05,0.028555,0.01212,1.3414e-10,3.4635e-09,2.9478e-06,9.0365e-06,0.00012876,0.0477,0.020272,1.3514e-10,3.4873e-09,2.9677e-06,9.0958e-06,0.00012958,0.047984,0.020371,8.0349e-11,2.0739e-09,1.7651e-06,5.4108e-06,7.709e-05,0.02855,0.012118,6.1598e-07,1.216e-05,0.0044758,0.0019264,9.1374e-07,1.8037e-05,0.0066394,0.002858,9.1374e-07,1.8037e-05,0.0066394,0.002858,6.1598e-07,1.216e-05,0.0044758,0.0019264,0.014663,0.038986,0.0092264,0.027228,0.072913,0.017256,0.027651,0.074145,0.017547,0.014096,0.037743,0.0089323,6.2424e-13,1.739e-13,3.9558e-14,1.4474e-13,5.1721e-13,1.0607e-12,2.9852e-13,9.7406e-14,4.8531e-13,1.7439e-12,1.7199e-12,4.7867e-13,9.8008e-14,3.0996e-13,1.1018e-12,6.2408e-13,1.7385e-13,3.9565e-14,1.4484e-13,5.1765e-13,1.9778e-12,1.193e-14,2.082e-11,5.1758e-13,1.4428e-13,3.3604e-14,1.2639e-13,4.5198e-13,1.3405e-19,1.4157e-17,4.708e-15,4.4122e-13,1.4117e-12,5.1748e-13,1.4425e-13,3.3608e-14,1.2646e-13,4.5226e-13,1.5606e-12,9.415e-15,1.4053e-11,1.0942e-19,1.1547e-17,3.8371e-15,3.5927e-13,1.1483e-12,4.1184e-13,1.1525e-13,3.2181e-14,1.4402e-13,5.172e-13,1.0449e-12,6.2981e-15,7.652e-12,2.0427e-19,2.1524e-17,7.1452e-15,6.6815e-13,2.1326e-12,5.1707e-13,1.4399e-13,3.2185e-14,1.1532e-13,4.1214e-13,1.4154e-12,8.5501e-15,1.405e-11,1.0942e-19,1.1547e-17,3.8372e-15,3.5928e-13,1.1484e-12,1.0448e-12,6.2979e-15,7.652e-12
8.086e-12,0.33064,1.9411e-05,9.3972e-06,2e-05,9.7373e-06,0.035234,0.077885,0.0002054,1.4286e-05,4.619e-06,5.3933e-09,2.0558e-10,5.2619e-06,2.7357e-06,2.6141e-09,1.0087e-10,1.6251e-11,5.2412e-13,1.4967e-12,9.757e-06,5.0509e-06,4.8113e-09,1.8529e-10,2.9794e-11,9.1489e-13,2.6085e-12,1.4436e-05,7.5401e-06,7.2281e-09,2.7945e-10,4.5112e-11,9.2488e-13,2.6091e-12,5.5258e-06,2.8749e-06,2.7484e-09,1.0608e-10,1.7096e-11,5.2466e-13,1.4967e-12,1.4899e-18,5.7199e-17,8.4071e-14,2.4497e-13,2.219e-18,8.5184e-17,1.252e-13,3.648e-13,2.219e-18,8.5184e-17,1.252e-13,3.648e-13,1.4899e-18,5.7199e-17,8.4071e-14,2.4497e-13,3.2663e-13,2.4298e-12,5.766e-13,6.9165e-13,5.1507e-12,1.2223e-12,6.9133e-13,5.154e-12,1.2231e-12,3.2554e-13,2.4264e-12,5.758e-13,0.00018278,0.0009108,0.0028581,0.0073529,0.0070938,0.00041145,0.0020464,0.0064226,0.01652,0.015908,0.00038414,0.0019063,0.005978,0.015371,0.014819,0.00019193,0.00095533,0.0029939,0.0076879,0.0073936,0.06345,3.927e-05,0.37024,1.6053e-06,6.3744e-07,2.7101e-07,1.0125e-06,2.6014e-06,2.6766e-12,2.2589e-10,5.5958e-08,3.6733e-06,8.109e-06,1.6849e-06,6.6824e-07,2.7631e-07,1.0139e-06,2.6032e-06,1.0326e-05,3.8557e-08,4.7855e-05,1.1615e-12,9.8174e-11,2.4385e-08,1.6067e-06,3.5627e-06,1.7696e-06,6.8862e-07,2.1558e-07,6.2785e-07,1.6009e-06,3.7317e-06,1.4033e-08,2.7253e-05,2.9849e-12,2.517e-10,6.2389e-08,4.0985e-06,9.055e-06,1.6802e-06,6.5856e-07,2.2092e-07,6.9031e-07,1.7724e-06,7.0082e-06,2.648e-08,6.8939e-05,1.2222e-12,1.0327e-10,2.5642e-08,1.6887e-06,3.7423e-06,3.9192e-06,1.4724e-08,2.8637e-05
7.5444e-12,2.5605e-05,0.29218,9.3322e-06,3.2083e-10,9.7174e-06,1.4129e-05,7.353e-06,7.0309e-09,2.714e-10,4.3743e-11,1.126e-12,3.1957e-12,5.5598e-06,2.8966e-06,2.7715e-09,1.0702e-10,1.7256e-11,4.7393e-13,1.3486e-12,1.7735e-10,4.8997e-11,2.72e-14,7.2349e-16,6.2185e-16,8.0746e-13,2.3508e-12,0.031789,0.071467,0.00018958,1.3214e-05,4.2806e-06,5.0041e-09,1.9068e-10,5.8315e-06,3.0403e-06,2.9106e-09,1.1243e-10,1.8133e-11,4.745e-13,1.3486e-12,1.3416e-18,5.1506e-17,7.5709e-14,2.2061e-13,1.9981e-18,7.6709e-17,1.1275e-13,3.2853e-13,1.9981e-18,7.6709e-17,1.1275e-13,3.2853e-13,1.3416e-18,5.1506e-17,7.5709e-14,2.2061e-13,2.944e-13,2.1901e-12,5.1973e-13,6.2397e-13,4.6467e-12,1.1027e-12,6.237e-13,4.6498e-12,1.1034e-12,2.9341e-13,2.1869e-12,5.1897e-13,2.044e-06,8.0321e-07,2.7917e-07,8.9802e-07,2.2988e-06,9.145e-09,7.6229e-08,4.9906e-07,2.9509e-06,7.6685e-06,0.021214,0.022512,0.0088608,0.0028463,0.00057562,2.1426e-06,8.4149e-07,2.8584e-07,9.0009e-07,2.3022e-06,1.015e-05,3.8043e-08,0.00010665,0.00019457,0.00096541,0.0030144,0.0076948,0.0073187,3.4192e-07,1.6478e-05,0.0017944,0.038493,0.026497,0.00020398,0.0010111,0.0031528,0.0080318,0.0076131,0.065409,3.8333e-05,0.35404,1.2321e-12,1.0407e-10,2.5822e-08,1.6988e-06,3.7596e-06,2.0028e-09,1.655e-08,1.0872e-07,6.4571e-07,1.6876e-06,3.944e-06,1.4789e-08,2.8844e-05,7.2632e-18,8.9866e-16,3.6175e-13,4.1802e-11,1.636e-10,1.7694e-06,6.7742e-07,1.1411e-07,1.7378e-08,2.1004e-09,1.0124e-10,7.743e-13,1.0236e-09,1.295e-12,1.0935e-10,2.7123e-08,1.7835e-06,3.9446e-06,4.1376e-06,1.5499e-08,3.0271e-05
7.7459e-12,2.0898e-05,1.5731e-05,0.27328,1.503e-05,1.4086e-10,1.134e-05,5.9155e-06,5.666e-09,2.1895e-10,3.5326e-11,1.1101e-12,3.1647e-12,0.031697,0.07232,0.00019287,1.3471e-05,4.3722e-06,5.1178e-09,1.9492e-10,7.8907e-06,4.1014e-06,3.9178e-09,1.5113e-10,2.4343e-11,8.1497e-13,2.3276e-12,9.1861e-06,4.7898e-06,4.5857e-09,1.7714e-10,2.8571e-11,8.178e-13,2.328e-12,9.496e-11,2.6224e-11,1.4554e-14,3.8754e-16,3.502e-16,4.5803e-13,1.3342e-12,1.3267e-18,5.0934e-17,7.4868e-14,2.1816e-13,1.976e-18,7.5864e-17,1.1151e-13,3.249e-13,1.976e-18,7.5864e-17,1.1151e-13,3.249e-13,1.3267e-18,5.0934e-17,7.4868e-14,2.1816e-13,2.9144e-13,2.1681e-12,5.1449e-13,6.1834e-13,4.6045e-12,1.0927e-12,6.1809e-13,4.6077e-12,1.0934e-12,2.9044e-13,2.1647e-12,5.137e-13,0.016763,0.018024,0.0071515,0.0023098,0.00046786,3.6872e-06,1.4673e-06,6.3801e-07,2.4069e-06,6.1537e-06,6.2274e-06,2.434e-06,6.5855e-07,1.5646e-06,3.9286e-06,2.1815e-09,1.8116e-08,1.1893e-07,7.0582e-07,1.8431e-06,8.1555e-06,3.0475e-08,8.5925e-05,0.01324,0.014158,0.0055996,0.0018048,0.00036571,1.6947e-12,1.4316e-10,3.5511e-08,2.3351e-06,5.1649e-06,1.9492e-09,1.6177e-08,1.0624e-07,6.3078e-07,1.6478e-06,6.5793e-06,2.4627e-08,5.9287e-05,4.2253e-07,2.0313e-05,0.0022035,0.046888,0.031847,0.00034103,0.0016863,0.0052434,0.013299,0.012503,0.065941,3.7657e-05,0.34114,2.442e-12,2.0564e-10,5.0864e-08,3.3316e-06,7.334e-06,1.6849e-09,1.3947e-08,9.1725e-08,5.456e-07,1.4287e-06,5.6735e-06,2.132e-08,5.6234e-05,2.7433e-18,3.4022e-16,1.3726e-13,1.5905e-11,6.2435e-11,5.3319e-11,4.0808e-13,3.9432e-10
7.6645e-12,2.6384e-05,3.2084e-10,8.916e-06,0.29018,9.1812e-06,2.1211e-05,1.1131e-05,1.0706e-08,4.1474e-10,6.7086e-11,1.1664e-12,3.2694e-12,5.6921e-06,2.9674e-06,2.8406e-09,1.0972e-10,1.7696e-11,4.8488e-13,1.3795e-12,0.032389,0.072969,0.00019373,1.3508e-05,4.3773e-06,5.1184e-09,1.9509e-10,2.5326e-10,7.0168e-11,3.9043e-14,1.0333e-15,6.6702e-16,8.2618e-13,2.405e-12,5.9346e-06,3.0958e-06,2.9649e-09,1.1456e-10,1.8481e-11,4.8539e-13,1.3795e-12,1.3727e-18,5.2699e-17,7.7455e-14,2.2567e-13,2.0445e-18,7.8486e-17,1.1535e-13,3.3607e-13,2.0445e-18,7.8486e-17,1.1535e-13,3.3607e-13,1.3727e-18,5.2699e-17,7.7455e-14,2.2567e-13,3.0118e-13,2.2403e-12,5.3165e-13,6.3836e-13,4.7534e-12,1.128e-12,6.3809e-13,4.7566e-12,1.1288e-12,3.0017e-13,2.2371e-12,5.3088e-13,2.0921e-06,8.3352e-07,3.5998e-07,1.3528e-06,3.4633e-06,0.020273,0.021532,0.0084867,0.0027299,0.00055273,8.8357e-09,7.3412e-08,4.8029e-07,2.8379e-06,7.3686e-06,2.1799e-06,8.6763e-07,3.6587e-07,1.3543e-06,3.4652e-06,1.5282e-05,5.6655e-08,7.9443e-05,1.7298e-06,6.6207e-07,1.115e-07,1.6981e-08,2.0677e-09,6.1389e-18,7.6019e-16,3.06e-13,3.5358e-11,1.3837e-10,1.8029e-06,6.9043e-07,1.1633e-07,1.7722e-08,2.1548e-09,1.4371e-10,1.0954e-12,8.1217e-10,1.2628e-12,1.0663e-10,2.6447e-08,1.7389e-06,3.8456e-06,0.0074671,0.0078649,0.0030846,0.00098884,0.00019982,4.0363e-06,1.512e-08,2.9554e-05,3.9821e-07,1.9148e-05,0.0020838,0.044621,0.030579,0.0002083,0.0010298,0.0032083,0.0081658,0.0077294,0.066252,3.8711e-05,0.34696,1.319e-12,1.1134e-10,2.7607e-08,1.8143e-06,4.0102e-06,4.2089e-06,1.5752e-08,3.083e-05
7.7923e-12,2.1654e-05,1.638e-05,1.4086e-10,1.5477e-05,0.27099,1.1201e-05,5.8417e-06,5.5942e-09,2.1615e-10,3.4872e-11,1.1166e-12,3.1841e-12,9.3904e-11,2.5933e-11,1.4392e-14,3.8339e-16,3.5176e-16,4.6091e-13,1.3424e-12,7.8001e-06,4.0534e-06,3.8714e-09,1.4933e-10,2.405e-11,8.1981e-13,2.3419e-12,9.1267e-06,4.7584e-06,4.5552e-09,1.7596e-10,2.8379e-11,8.2271e-13,2.3423e-12,0.031748,0.072604,0.00019381,1.3541e-05,4.3968e-06,5.1479e-09,1.9609e-10,1.3352e-18,5.126e-17,7.534e-14,2.195e-13,1.9888e-18,7.635e-17,1.1221e-13,3.269e-13,1.9888e-18,7.635e-17,1.1221e-13,3.269e-13,1.3352e-18,5.126e-17,7.534e-14,2.195e-13,2.9328e-13,2.1815e-12,5.1767e-13,6.2222e-13,4.633e-12,1.0994e-12,6.2198e-13,4.6362e-12,1.1002e-12,2.9226e-13,2.1781e-12,5.1688e-13,2.1514e-09,1.7871e-08,1.1732e-07,6.9627e-07,1.8181e-06,3.6464e-06,1.4506e-06,6.3001e-07,2.3753e-06,6.0736e-06,6.1853e-06,2.4172e-06,6.5261e-07,1.5457e-06,3.8811e-06,0.016531,0.017777,0.0070542,0.0022782,0.00046078,8.0558e-06,3.0113e-08,8.4771e-05,1.9347e-09,1.6059e-08,1.0547e-07,6.2615e-07,1.6356e-06,1.684e-12,1.4227e-10,3.5293e-08,2.3211e-06,5.1348e-06,0.013124,0.014043,0.0055556,0.0017908,0.0003624,6.5395e-06,2.4484e-08,5.8863e-05,2.7124e-18,3.364e-16,1.3572e-13,1.5727e-11,6.1733e-11,1.4107e-06,5.3874e-07,9.0571e-08,1.3771e-08,1.6634e-09,5.2728e-11,4.0356e-13,3.8986e-10,2.4122e-12,2.0314e-10,5.0251e-08,3.2918e-06,7.2476e-06,0.012342,0.01313,0.0051771,0.0016649,0.00033628,5.6102e-06,2.109e-08,5.5536e-05,4.301e-07,2.0665e-05,0.0022397,0.047574,0.032225,0.065712,3.7427e-05,0.3435
2.6015e-10,0.032796,9.9708e-06,4.7457e-06,1.4964e-05,4.6876e-06,0.073926,0.58369,0.002571,0.00022157,9.3534e-05,1.3472e-07,5.7364e-09,2.6302e-06,1.434e-06,1.4185e-09,5.5926e-11,9.226e-12,1.8582e-11,4.7147e-11,7.2156e-06,3.9514e-06,3.9203e-09,1.5483e-10,2.5573e-11,3.2394e-11,8.2118e-11,7.3253e-06,4.0157e-06,3.9871e-09,1.5754e-10,2.6032e-11,3.2398e-11,8.2129e-11,2.6335e-06,1.4355e-06,1.4197e-09,5.5968e-11,9.2321e-12,1.8582e-11,4.7147e-11,6.5555e-17,2.3343e-15,3.0411e-12,7.7213e-12,9.7628e-17,3.4762e-15,4.5285e-12,1.1497e-11,9.7628e-17,3.4762e-15,4.5285e-12,1.1497e-11,6.5555e-17,2.3343e-15,3.0411e-12,7.7213e-12,1.1702e-11,7.8885e-11,1.8712e-11,2.4749e-11,1.6701e-10,3.9617e-11,2.4736e-11,1.6713e-10,3.9645e-11,1.1659e-11,7.8761e-11,1.8683e-11,8.7248e-05,0.00041524,0.0012026,0.0027876,0.002354,0.00028751,0.0013516,0.003836,0.0086046,0.0068257,0.00018633,0.00088266,0.0025524,0.0059059,0.0049725,8.7436e-05,0.00041609,0.0012058,0.002798,0.0023671,0.024444,1.1656e-05,0.23089,8.0513e-07,3.3276e-07,1.4682e-07,5.3563e-07,1.3241e-06,1.5452e-12,1.2796e-10,3.0842e-08,1.951e-06,4.1274e-06,8.0572e-07,3.3296e-07,1.469e-07,5.3593e-07,1.3251e-06,5.3543e-06,1.8818e-08,2.4846e-05,6.593e-13,5.4692e-11,1.3222e-08,8.4002e-07,1.7863e-06,1.313e-06,5.3065e-07,1.458e-07,3.3202e-07,8.0336e-07,1.9055e-06,6.7538e-09,1.3902e-05,2.5621e-12,2.1134e-10,5.0735e-08,3.1912e-06,6.704e-06,8.0389e-07,3.3221e-07,1.4594e-07,5.3138e-07,1.3151e-06,5.3146e-06,1.8712e-08,5.2141e-05,6.5987e-13,5.4739e-11,1.3236e-08,8.4104e-07,1.7889e-06,1.9073e-06,6.7616e-09,1.3923e-05
9.1545e-10,0.0098676,7.0631e-07,3.3697e-07,1.0689e-06,3.3276e-07,0.079447,0.83527,0.0047946,0.00046357,0.00023422,3.9285e-07,1.8086e-08,1.9519e-07,8.5806e-08,7.1437e-11,2.5098e-12,4.2424e-13,7.1733e-11,1.6302e-10,5.3783e-07,2.3713e-07,1.9785e-10,6.9585e-12,1.1156e-12,1.2497e-10,2.8377e-10,5.4659e-07,2.4117e-07,2.0133e-10,7.0836e-12,1.1341e-12,1.2499e-10,2.8381e-10,1.9539e-07,8.5879e-08,7.149e-11,2.5115e-12,4.2446e-13,7.1733e-11,1.6302e-10,2.9704e-16,9.9548e-15,1.1746e-11,2.6705e-11,4.4236e-16,1.4824e-14,1.7491e-11,3.9764e-11,4.4236e-16,1.4824e-14,1.7491e-11,3.9764e-11,2.9704e-16,9.9548e-15,1.1746e-11,2.6705e-11,4.4805e-11,2.799e-10,6.6377e-11,9.4652e-11,5.9194e-10,1.4038e-10,9.4602e-11,5.9239e-10,1.4048e-10,4.4627e-11,2.7942e-10,6.6263e-11,7.8516e-06,4.4869e-05,0.00017466,0.00058349,0.00079487,2.617e-05,0.00014832,0.0005712,0.0018803,0.0025057,1.6768e-05,9.5455e-05,0.00037124,0.0012391,0.0016859,7.8649e-06,4.4936e-05,0.00017498,0.00058485,0.00079728,0.0053078,6.8784e-06,0.052575,5.8912e-08,2.0366e-08,7.8594e-09,3.3147e-08,9.7536e-08,6.0623e-14,5.6016e-12,1.5639e-09,1.1866e-07,3.0411e-07,5.8946e-08,2.0376e-08,7.8626e-09,3.3162e-08,9.7589e-08,3.6427e-07,1.6535e-09,1.6806e-06,2.5818e-14,2.3888e-12,6.6851e-10,5.0881e-08,1.3087e-07,9.6596e-08,3.2807e-08,7.8017e-09,2.0328e-08,5.8807e-08,1.2895e-07,5.8859e-10,9.4491e-07,1.0076e-13,9.2794e-12,2.5828e-09,1.9516e-07,4.9777e-07,5.8838e-08,2.0338e-08,7.8078e-09,3.2845e-08,9.6723e-08,3.6115e-07,1.6413e-09,3.5785e-06,2.5837e-14,2.3906e-12,6.691e-10,5.0933e-08,1.3102e-07,1.2905e-07,5.8914e-10,9.4608e-07
7.7901e-07,2.6023e-05,6.7537e-10,3.2275e-10,1.028e-09,3.1867e-10,0.00034995,0.0047946,0.78241,0.11401,0.097987,0.00023411,1.2527e-05,1.9308e-10,7.1437e-11,5.3118e-13,2.848e-12,7.1351e-11,7.1789e-08,1.3416e-07,5.336e-10,1.9785e-10,9.7939e-13,4.9658e-12,1.243e-10,1.2496e-07,2.3329e-07,5.4269e-10,2.0133e-10,9.8206e-13,4.9664e-12,1.2432e-10,1.2498e-07,2.3334e-07,1.9324e-10,7.149e-11,5.3121e-13,2.8479e-12,7.1351e-11,7.1789e-08,1.3416e-07,3.8422e-13,1.1737e-11,1.1761e-08,2.1992e-08,5.7215e-13,1.7477e-11,1.7511e-08,3.2741e-08,5.7215e-13,1.7477e-11,1.7511e-08,3.2741e-08,3.8422e-13,1.1737e-11,1.1761e-08,2.1992e-08,4.4123e-08,2.4224e-07,5.7421e-08,9.302e-08,5.112e-07,1.2118e-07,9.2965e-08,5.1165e-07,1.2128e-07,4.3923e-08,2.4175e-07,5.7306e-08,9.045e-09,5.9837e-08,2.885e-07,1.2339e-06,2.2617e-06,3.0366e-08,1.9967e-07,9.5613e-07,4.0542e-06,7.3457e-06,1.9316e-08,1.2737e-07,6.1375e-07,2.6235e-06,4.8054e-06,9.0577e-09,5.9909e-08,2.8891e-07,1.236e-06,2.2664e-06,1.2179e-05,2.6718e-08,0.00012353,5.7739e-11,1.7259e-11,5.9367e-12,2.8306e-11,9.6028e-11,3.5104e-17,3.5762e-15,1.1332e-12,9.9997e-11,2.9953e-10,5.7768e-11,1.7266e-11,5.9388e-12,2.8317e-11,9.607e-11,3.3867e-10,1.8754e-12,1.5559e-09,1.4926e-17,1.5223e-15,4.8328e-13,4.2747e-11,1.2839e-10,9.5019e-11,2.7996e-11,5.8913e-12,1.7231e-11,5.7652e-11,1.1943e-10,6.6396e-13,8.7792e-10,5.8456e-17,5.9385e-15,1.8772e-12,1.6513e-10,4.9288e-10,5.7678e-11,1.7238e-11,5.8954e-12,2.8024e-11,9.5125e-11,3.3547e-10,1.8594e-12,3.3482e-09,1.4937e-17,1.5234e-15,4.8365e-13,4.2785e-11,1.2852e-10,1.1951e-10,6.6447e-13,8.7886e-10
8.7702e-06,6.649e-06,9.5768e-11,4.5815e-11,1.463e-10,4.523e-11,0.00011078,0.0017029,0.41882,0.15863,0.41882,0.0017014,0.00010868,2.7963e-11,9.2197e-12,1.0462e-11,5.3812e-11,1.1895e-09,9.857e-07,1.4443e-06,7.7417e-11,2.5562e-11,1.8241e-11,9.3733e-11,2.0707e-09,1.714e-06,2.5076e-06,7.8772e-11,2.6021e-11,1.8244e-11,9.3746e-11,2.071e-09,1.7143e-06,2.5082e-06,2.7984e-11,9.2258e-12,1.0462e-11,5.3812e-11,1.1895e-09,9.8569e-07,1.4443e-06,7.1081e-12,1.9598e-10,1.6157e-07,2.3692e-07,1.0584e-11,2.9181e-10,2.4055e-07,3.5268e-07,1.0584e-11,2.9181e-10,2.4055e-07,3.5268e-07,7.1081e-12,1.9598e-10,1.6157e-07,2.3692e-07,5.9196e-07,2.7982e-06,6.6303e-07,1.2444e-06,5.8873e-06,1.395e-06,1.2436e-06,5.8934e-06,1.3964e-06,5.8884e-07,2.7915e-06,6.6142e-07,1.4474e-09,1.0519e-08,5.7532e-08,2.8172e-07,5.9895e-07,4.8788e-09,3.5275e-08,1.919e-07,9.3339e-07,1.9671e-06,3.0909e-09,2.2397e-08,1.2244e-07,5.993e-07,1.2734e-06,1.4492e-09,1.053e-08,5.7601e-08,2.8212e-07,5.9996e-07,2.9414e-06,8.1403e-09,3.0141e-05,8.3178e-12,2.2519e-12,7.1331e-13,3.7107e-12,1.3871e-11,3.4706e-18,3.8088e-16,1.3243e-13,1.2995e-11,4.3282e-11,8.3215e-12,2.2528e-12,7.1353e-13,3.7119e-12,1.3876e-11,4.7215e-11,2.9745e-13,2.1633e-10,1.4741e-18,1.6192e-16,5.639e-14,5.5446e-12,1.8508e-11,1.3718e-11,3.6684e-12,7.0771e-13,2.2487e-12,8.3067e-12,1.661e-11,1.0498e-13,1.2235e-10,5.7873e-18,6.3353e-16,2.1982e-13,2.1514e-11,7.1445e-11,8.3099e-12,2.2495e-12,7.0816e-13,3.6717e-12,1.3732e-11,4.6743e-11,2.9469e-13,4.6864e-10,1.475e-18,1.6203e-16,5.6429e-14,5.549e-12,1.8524e-11,1.662e-11,1.0505e-13,1.2247e-10
