0.055827,6.2123e-06,4.9958e-06,0.00054492,4.9301e-06
0.00037655,0.076777,5.0454e-06,4.1263e-09,5.011e-06
0.0011196,0.025321,8.2935e-07,1.9e-08,8.2361e-07
0.004667,0.0069835,1.9419e-07,1.4187e-07,1.9242e-07
0.017009,0.0016815,5.2785e-07,9.713e-07,5.2133e-07
0.051964,0.00056677,3.1632e-06,5.9756e-06,3.1241e-06
0.00039393,3.602e-06,2.1234e-09,3.6664e-06,0.12756
0.0011743,5.9458e-07,9.7702e-09,6.1154e-07,0.042295
0.0048935,1.7561e-07,7.3144e-08,2.2554e-07,0.011712
0.017823,6.3591e-07,5.0237e-07,9.6501e-07,0.0028286
0.054402,3.8651e-06,3.1028e-06,5.8705e-06,0.00095305
0.002349,1.185e-07,9.5378e-08,1.7967e-07,9.419e-08
0.1007,1.5136e-05,1.2158e-05,2.2785e-05,1.2009e-05
0.013226,1.2198e-06,9.8486e-07,9.0377e-07,9.7158e-07
3.219e-06,0.00047863,0.12125,3.4815e-06,2.2522e-09
5.3609e-07,0.0014236,0.040115,5.634e-07,1.0358e-08
1.9937e-07,0.0059215,0.01109,8.1993e-08,7.7571e-08
8.6007e-07,0.021513,0.0026754,1.095e-08,5.3296e-07
5.2472e-06,0.065425,0.00090309,2.4043e-09,3.2929e-06
2.055e-13,4.8145e-08,1.2996e-13,3.1576e-19,1.2913e-13
1.8124e-12,2.611e-07,1.1471e-12,3.9462e-18,1.1399e-12
5.5743e-10,4.1187e-05,3.5319e-10,1.8661e-15,3.5098e-10
8.9116e-07,0.028742,5.6539e-07,4.864e-12,5.6192e-07
5.5314e-06,0.078874,3.5144e-06,4.9235e-11,3.4933e-06
3.3814e-06,0.00050226,2.2689e-09,3.6313e-06,0.12029
5.6258e-07,0.0014929,1.0434e-08,5.8788e-07,0.039805
2.0329e-07,0.0062048,7.8137e-08,8.5582e-08,0.011006
8.6096e-07,0.02252,5.3687e-07,1.1432e-08,0.0026553
5.25e-06,0.068395,3.3172e-06,2.5067e-09,0.00089525
1.594e-07,0.0032436,1.0141e-07,1.2133e-12,1.0079e-07
2.0309e-05,0.13713,1.2943e-05,2.7884e-10,1.2865e-05
7.1379e-07,0.016904,8.9412e-07,6.6559e-12,8.8774e-07
1.2578e-13,1.335e-13,8.4232e-08,1.3687e-13,1.968e-19
1.1107e-12,1.1782e-12,4.5599e-07,1.2076e-12,2.4628e-18
3.4232e-10,3.6284e-10,7.1764e-05,3.7179e-10,1.1669e-15
5.4874e-07,5.8103e-07,0.049888,5.9511e-07,3.0485e-12
3.4165e-06,3.613e-06,0.13623,3.6988e-06,3.0935e-11
3.5361e-06,2.3297e-09,0.00084098,0.066932,2.8313e-06
5.7986e-07,1.0671e-08,0.002495,0.022026,4.5746e-07
1.5809e-07,7.9923e-08,0.010355,0.006066,6.6488e-08
5.2978e-07,5.4929e-07,0.037514,0.0014591,8.8685e-09
3.2123e-06,3.3951e-06,0.11362,0.00049166,1.9331e-09
9.6676e-08,1.0231e-07,0.0055501,1.0478e-07,7.4789e-13
1.2375e-05,1.3073e-05,0.23319,1.338e-05,1.7245e-10
6.8867e-07,7.3e-07,0.027551,7.4835e-07,5.3816e-12
2.1579e-13,3.5193e-19,1.7674e-13,5.2827e-08,1.7457e-13
1.9018e-12,4.3948e-18,1.5558e-12,2.8597e-07,1.5368e-12
5.8519e-10,2.0784e-15,4.7798e-10,4.5099e-05,4.7218e-10
9.3607e-07,5.4174e-12,7.6297e-07,0.031454,7.5378e-07
5.8138e-06,5.4839e-11,4.7271e-06,0.08622,4.6706e-06
3.3743e-06,3.5625e-06,1.9581e-09,0.00051294,0.11218
5.562e-07,5.7663e-07,8.9816e-09,0.0015212,0.037042
1.6204e-07,8.3932e-08,6.7336e-08,0.0063195,0.010225
5.8101e-07,1.1209e-08,4.6329e-07,0.022926,0.0024635
3.5407e-06,2.4444e-09,2.8673e-06,0.069586,0.00082945
1.0733e-07,8.5238e-13,8.7196e-08,0.003289,8.6202e-08
1.3781e-05,1.9643e-10,1.1157e-05,0.13891,1.1033e-05
1.0356e-06,8.4057e-12,8.4751e-07,0.016539,8.3694e-07
1.3239e-13,1.4035e-13,1.9905e-19,1.4299e-13,8.5776e-08
1.1687e-12,1.2383e-12,2.4907e-18,1.2614e-12,4.6414e-07
3.6009e-10,3.8126e-10,1.1801e-15,3.8823e-10,7.3007e-05
5.7702e-07,6.1029e-07,3.0831e-12,6.212e-07,0.050708
3.5912e-06,3.7934e-06,3.1286e-11,3.8595e-06,0.13832
1.016e-07,1.074e-07,7.5629e-13,1.0932e-07,0.0055351
1.2997e-05,1.3715e-05,1.7439e-10,1.3952e-05,0.23239
7.2406e-07,7.6658e-07,5.4431e-12,7.8109e-07,0.027781
