1.0267e-12,9.5834e-13,9.8443e-13,9.7362e-13,9.9045e-13
0.9388,7.7006e-06,6.3005e-06,7.9361e-06,6.5327e-06
7.7004e-06,1.1759,6.2618e-06,6.7885e-11,6.5254e-06
6.3007e-06,6.2615e-06,1.9276,5.9785e-06,5.0174e-11
7.9363e-06,6.7887e-11,5.9786e-06,1.1722,6.1601e-06
6.5329e-06,6.5251e-06,5.0174e-11,6.1599e-06,1.921
0.048683,4.1418e-06,3.3313e-06,6.2701e-06,3.2897e-06
0.0072561,2.3745e-07,1.913e-07,3.615e-07,1.8887e-07
1.2665e-05,1.9134e-10,1.5435e-10,2.9256e-10,1.5237e-10
2.6351e-06,2.4152e-11,1.9499e-11,3.7032e-11,1.9248e-11
1.8233e-07,9.329e-13,7.5381e-13,1.4345e-12,7.4405e-13
1.7521e-10,2.5463e-14,2.5121e-14,2.633e-14,2.5273e-14
4.3934e-11,6.0796e-13,6.0208e-13,6.2203e-13,6.0587e-13
3.427e-06,3.6269e-06,0.1007,3.7159e-06,3.1665e-11
1.9634e-07,2.0806e-07,0.015158,2.1326e-07,1.0635e-12
1.5814e-10,1.6773e-10,2.6599e-05,1.7198e-10,5.3412e-16
1.9955e-11,2.1178e-11,5.5478e-06,2.1719e-11,4.8621e-17
7.7055e-13,8.1824e-13,3.8478e-07,8.3932e-13,1.5285e-17
2.634e-14,2.381e-14,3.7036e-10,2.4363e-14,2.3245e-14
6.321e-13,5.6973e-13,9.2792e-11,5.8286e-13,5.6724e-13
3.7517e-06,3.5492e-11,3.0468e-06,0.060231,3.0112e-06
2.1429e-07,1.1924e-12,1.745e-07,0.0090304,1.7244e-07
1.7219e-10,5.9904e-16,1.4051e-10,1.5812e-05,1.3883e-10
2.1695e-11,5.4424e-17,1.7726e-11,3.2946e-06,1.7513e-11
8.3645e-13,1.5997e-17,6.843e-13,2.2827e-07,6.7603e-13
2.7282e-14,2.4166e-14,2.4316e-14,2.1956e-10,2.4464e-14
6.5389e-13,5.8951e-13,5.8367e-13,5.5049e-11,5.8734e-13
5.602e-06,0.058983,3.5597e-06,5.083e-11,3.5363e-06
3.2195e-07,0.0088367,2.0432e-07,1.7116e-12,2.0297e-07
2.5993e-10,1.5466e-05,1.6479e-10,8.6149e-16,1.6369e-10
3.285e-11,3.2218e-06,2.0812e-11,7.7758e-17,2.0672e-11
1.2704e-12,2.2317e-07,8.0431e-13,1.6949e-17,7.9888e-13
2.7535e-14,2.1462e-10,2.4388e-14,2.4728e-14,2.4538e-14
6.54e-13,5.3797e-11,5.8375e-13,6.0316e-13,5.8743e-13
3.6015e-06,3.807e-06,3.2022e-11,3.8768e-06,0.10112
2.0643e-07,2.185e-07,1.0755e-12,2.2259e-07,0.015233
1.6633e-10,1.7622e-10,5.4013e-16,1.7957e-10,2.6742e-05
2.0993e-11,2.2255e-11,4.9142e-17,2.2683e-11,5.5791e-06
8.1083e-13,8.6008e-13,1.5208e-17,8.7677e-13,3.8704e-07
2.6363e-14,2.3834e-14,2.3097e-14,2.4384e-14,3.7261e-10
6.321e-13,5.6974e-13,5.6369e-13,5.8286e-13,9.3367e-11
2.684e-18,2.4161e-18,2.3892e-18,2.4724e-18,2.4048e-18
1.5116e-17,1.3608e-17,1.3456e-17,1.3924e-17,1.3544e-17
2.4948e-14,2.2461e-14,2.2212e-14,2.2981e-14,2.2354e-14
6.0898e-13,5.4832e-13,5.4223e-13,5.6096e-13,5.4565e-13
2.6921e-18,2.4246e-18,2.3976e-18,2.481e-18,2.4134e-18
1.5161e-17,1.3655e-17,1.3504e-17,1.3973e-17,1.3592e-17
2.5023e-14,2.2539e-14,2.2289e-14,2.3061e-14,2.2432e-14
6.1078e-13,5.5019e-13,5.441e-13,5.6287e-13,5.4753e-13
2.6921e-18,2.4246e-18,2.3976e-18,2.481e-18,2.4134e-18
1.5161e-17,1.3655e-17,1.3504e-17,1.3973e-17,1.3592e-17
2.5023e-14,2.2539e-14,2.2289e-14,2.3061e-14,2.2432e-14
6.1078e-13,5.5019e-13,5.441e-13,5.6287e-13,5.4753e-13
2.684e-18,2.4161e-18,2.3892e-18,2.4724e-18,2.4048e-18
1.5116e-17,1.3608e-17,1.3456e-17,1.3924e-17,1.3544e-17
2.4948e-14,2.2461e-14,2.2212e-14,2.2981e-14,2.2354e-14
6.0898e-13,5.4832e-13,5.4223e-13,5.6096e-13,5.4565e-13
4.2862e-14,3.864e-14,3.8251e-14,3.9534e-14,3.8496e-14
2.6826e-13,2.4185e-13,2.3942e-13,2.4742e-13,2.4093e-13
2.6918e-13,2.4268e-13,2.4024e-13,2.4827e-13,2.4176e-13
4.6874e-14,4.2301e-14,4.1901e-14,4.3282e-14,4.2169e-14
2.9368e-13,2.6504e-13,2.6253e-13,2.7116e-13,2.6419e-13
2.9469e-13,2.6595e-13,2.6343e-13,2.7209e-13,2.6509e-13
4.6854e-14,4.2285e-14,4.1886e-14,4.3264e-14,4.2154e-14
2.9385e-13,2.652e-13,2.627e-13,2.7133e-13,2.6436e-13
2.9486e-13,2.6611e-13,2.636e-13,2.7226e-13,2.6526e-13
4.2732e-14,3.8521e-14,3.8131e-14,3.9412e-14,3.8375e-14
2.6793e-13,2.4153e-13,2.3909e-13,2.471e-13,2.406e-13
2.6885e-13,2.4236e-13,2.3991e-13,2.4795e-13,2.4142e-13
0.00037484,3.4332e-06,0.12933,3.516e-06,2.0942e-09
0.0011183,5.67e-07,0.042877,5.8693e-07,9.6378e-09
0.0046636,1.7148e-07,0.011873,2.2189e-07,7.2154e-08
0.017001,6.3473e-07,0.0028676,9.6421e-07,4.9557e-07
0.051958,3.8605e-06,0.00096743,5.8681e-06,3.0608e-06
0.00040307,4.2698e-09,2.957e-06,0.073521,2.9235e-06
0.0012007,1.9718e-08,4.9328e-07,0.024273,4.8759e-07
0.0050089,1.4731e-07,1.8812e-07,0.0067015,1.8574e-07
0.018266,1.0091e-06,8.2156e-07,0.0016151,8.1071e-07
