0.62028,5.4866e-12,1.0622e-08,7.5851e-07,0.00010167,0.0052802,0.0064908,1.9361e-08,1.3785e-06,0.00018458,0.0095694,0.011739,1.0725e-08,7.5967e-07,0.00010182,0.0052873,0.0064986,1.925e-08,1.3663e-06,0.00018339,0.009546,0.011768,1.0705e-08,7.5931e-07,0.00010177,0.0052851,0.0064962,1.9494e-08,1.3795e-06,0.00018471,0.0095756,0.011746,1.0651e-08,7.5871e-07,0.0001017,0.0052814,0.0064922,1.9131e-08,1.3664e-06,0.0001834,0.0095467,0.011769,0.064915,1.9352e-05,2.5055e-09,2.7428e-07,8.824e-07,0.00017042,0.0096787,0.012709,0.04404,0.010047,0.013127,0.045299,1.1442e-20,1.8155e-18,7.0665e-16,1.4131e-13,7.0416e-13,2.165e-20,3.4386e-18,1.3381e-15,2.6753e-13,1.3328e-12,1.1425e-20,1.8156e-18,7.0667e-16,1.4131e-13,7.0418e-13,2.1669e-20,3.4385e-18,1.3381e-15,2.6752e-13,1.3328e-12,1.7177e-16,6.4537e-15,1.0215e-11,9.6603e-13
1.0973e-11,0.51328,1.3073e-20,2.0723e-18,8.0584e-16,1.6095e-13,8.01e-13,2.8799e-20,4.5533e-18,1.7673e-15,3.5217e-13,1.7483e-12,1.3124e-20,2.0722e-18,8.058e-16,1.6094e-13,8.0096e-13,2.5226e-20,3.9847e-18,1.5491e-15,3.093e-13,1.5388e-12,1.3115e-20,2.0723e-18,8.0584e-16,1.6095e-13,8.0099e-13,2.8884e-20,4.5533e-18,1.7672e-15,3.5217e-13,1.7483e-12,1.3088e-20,2.0722e-18,8.0581e-16,1.6094e-13,8.0097e-13,2.5149e-20,3.9847e-18,1.5491e-15,3.093e-13,1.5388e-12,6.0284e-12,1.2285e-14,0.17749,0.0054249,6.7926e-05,1.7383e-05,2.071e-07,1.6368e-09,1.7064e-10,1.3282e-13,7.4589e-13,8.4698e-12,1.8139e-08,1.2711e-06,0.00016465,0.0080319,0.0090185,3.2555e-08,2.2865e-06,0.00029618,0.014448,0.016225,1.81e-08,1.2724e-06,0.00016481,0.0080394,0.0090264,3.2731e-08,2.2945e-06,0.00029719,0.014495,0.016275,2.6783e-05,0.00044052,0.15963,0.014955
3.6061e-08,2.2195e-20,0.30126,0.45296,0.0066591,3.3677e-06,5.9504e-07,2.79e-16,3.3696e-14,9.3805e-12,1.2734e-09,4.2897e-09,1.2742e-16,1.5371e-14,4.2935e-12,5.854e-10,1.9819e-09,2.4514e-16,2.9584e-14,8.2593e-12,1.1253e-09,3.8068e-09,4.3228e-17,5.3413e-15,1.5386e-12,2.1805e-10,7.6974e-10,2.8007e-16,3.3696e-14,9.3805e-12,1.2734e-09,4.2897e-09,1.2697e-16,1.5371e-14,4.2935e-12,5.854e-10,1.9819e-09,2.4419e-16,2.9584e-14,8.2593e-12,1.1253e-09,3.8068e-09,1.6618e-08,2.1009e-11,1.534e-17,2.7302e-15,1.5499e-14,4.8631e-12,6.0771e-10,2.3042e-09,1.8649e-08,6.705e-10,2.5361e-09,2.0478e-08,1.295e-29,2.7111e-27,1.4607e-24,4.186e-22,2.9952e-21,2.452e-29,5.1371e-27,2.7675e-24,7.9301e-22,5.6735e-21,1.2936e-29,2.7112e-27,1.4607e-24,4.1862e-22,2.9953e-21,2.4536e-29,5.1371e-27,2.7674e-24,7.9301e-22,5.6735e-21,3.5358e-25,1.7583e-23,4.0493e-20,3.8504e-21
2.4065e-07,3.2879e-19,0.04233,0.92399,0.022915,1.5344e-05,3.1663e-06,3.154e-15,3.4276e-13,8.3337e-11,9.6236e-09,2.756e-08,1.4445e-15,1.5681e-13,3.8284e-11,4.4457e-09,1.2813e-08,2.7777e-15,3.0168e-13,7.3604e-11,8.5395e-09,2.4585e-08,5.014e-16,5.5963e-14,1.4171e-11,1.725e-09,5.2315e-09,3.1673e-15,3.4276e-13,8.3336e-11,9.6236e-09,2.756e-08,1.4389e-15,1.5681e-13,3.8284e-11,4.4457e-09,1.2813e-08,2.7658e-15,3.0168e-13,7.3604e-11,8.5395e-09,2.4585e-08,1.1339e-07,1.1644e-10,2.0829e-16,3.3577e-14,1.7049e-13,4.8537e-11,5.2655e-09,1.6867e-08,1.1882e-07,5.7972e-09,1.8513e-08,1.3004e-07,2.533e-28,4.9857e-26,2.502e-23,6.6364e-21,4.3945e-20,4.7954e-28,9.4462e-26,4.74e-23,1.2571e-20,8.3229e-20,2.53e-28,4.9859e-26,2.5021e-23,6.6367e-21,4.3946e-20,4.7988e-28,9.4462e-26,4.74e-23,1.2571e-20,8.3228e-20,6.062e-24,2.833e-22,6.0212e-19,5.7177e-20
3.5027e-05,1.3883e-16,0.00067575,0.024883,0.97271,0.0011869,0.00031584,9.5363e-13,9.0494e-11,1.8318e-08,1.6762e-06,3.7619e-06,4.3845e-13,4.1573e-11,8.4617e-09,7.8046e-07,1.768e-06,8.4261e-13,7.9925e-11,1.6254e-08,1.4972e-06,3.3862e-06,1.5692e-13,1.5389e-11,3.2816e-09,3.2245e-07,7.8345e-07,9.5817e-13,9.0494e-11,1.8318e-08,1.6762e-06,3.7619e-06,4.3653e-13,4.1572e-11,8.4617e-09,7.8045e-07,1.768e-06,8.3854e-13,7.9925e-11,1.6254e-08,1.4972e-06,3.3862e-06,1.717e-05,1.2608e-08,7.9117e-14,1.1272e-11,4.9605e-11,1.2461e-08,1.1129e-06,2.7808e-06,1.5935e-05,1.2213e-06,3.038e-06,1.7337e-05,1.4819e-25,2.7169e-23,1.2549e-20,3.0367e-18,1.8329e-17,2.805e-25,5.1471e-23,2.377e-20,5.7512e-18,3.4708e-17,1.48e-25,2.717e-23,1.2549e-20,3.0368e-18,1.8329e-17,2.8072e-25,5.1471e-23,2.377e-20,5.7512e-18,3.4707e-17,3.0436e-21,1.323e-19,2.555e-16,2.4225e-17
0.049249,7.5073e-13,9.2523e-06,0.00045108,0.032133,0.55874,0.22741,3.5056e-09,2.8292e-07,4.5381e-05,0.0030136,0.0047423,1.62e-09,1.307e-07,2.1129e-05,0.001421,0.0022732,3.1107e-09,2.5105e-07,4.0533e-05,0.0027201,0.0043384,6.0252e-10,5.0712e-08,8.7297e-06,0.0006446,0.0011506,3.5249e-09,2.8292e-07,4.5381e-05,0.0030136,0.0047424,1.6118e-09,1.307e-07,2.1129e-05,0.001421,0.0022731,3.0934e-09,2.5104e-07,4.0533e-05,0.0027201,0.0043384,0.025975,1.1058e-05,3.7912e-10,4.6754e-08,1.7312e-07,3.7449e-05,0.0025953,0.0045325,0.019243,0.0028347,0.004913,0.020709,1.1497e-21,1.951e-19,8.2213e-17,1.7953e-14,9.7646e-14,2.1759e-21,3.6956e-19,1.557e-16,3.3996e-14,1.8486e-13,1.1482e-21,1.9511e-19,8.2215e-17,1.7954e-14,9.765e-14,2.1777e-21,3.6956e-19,1.557e-16,3.3996e-14,1.8486e-13,1.9963e-17,8.0165e-16,1.3899e-12,1.3159e-13
0.10479,6.467e-12,2.8297e-06,0.00016112,0.014801,0.39364,0.19779,2.0448e-08,1.4025e-06,0.00017629,0.0082088,0.0088364,9.5041e-09,6.5201e-07,8.2852e-05,0.0039348,0.0043511,1.8232e-08,1.2511e-06,0.00015868,0.0075096,0.0082604,3.6847e-09,2.6622e-07,3.6714e-05,0.0019916,0.0025756,2.0578e-08,1.4025e-06,0.00017629,0.0082088,0.0088366,9.4489e-09,6.5199e-07,8.2851e-05,0.0039347,0.0043509,1.8115e-08,1.2511e-06,0.00015868,0.0075096,0.0082604,0.061547,1.41e-05,2.8892e-09,3.0719e-07,9.4998e-07,0.00017696,0.0093207,0.010643,0.032762,0.010121,0.011409,0.03471,1.424e-20,2.2362e-18,8.5893e-16,1.6902e-13,8.2768e-13,2.6943e-20,4.2352e-18,1.6265e-15,3.1999e-13,1.5666e-12,1.4219e-20,2.2363e-18,8.5896e-16,1.6903e-13,8.277e-13,2.6967e-20,4.2352e-18,1.6265e-15,3.1999e-13,1.5665e-12,2.0882e-16,7.7526e-15,1.2055e-11,1.1397e-12
3.5741e-08,2.6579e-20,1.5171e-16,1.8352e-14,5.11e-12,6.9385e-10,2.3382e-09,0.30572,0.45573,0.0066865,3.379e-06,5.9789e-07,1.5248e-16,1.8351e-14,5.1097e-12,6.9381e-10,2.338e-09,2.9279e-16,3.5253e-14,9.8117e-12,1.3315e-09,4.4837e-09,1.5235e-16,1.8352e-14,5.1099e-12,6.9384e-10,2.3381e-09,8.9348e-17,1.0974e-14,3.1409e-12,4.4165e-10,1.5463e-09,1.5194e-16,1.8351e-14,5.1097e-12,6.9382e-10,2.3381e-09,2.9164e-16,3.5253e-14,9.8117e-12,1.3315e-09,4.4837e-09,1.9583e-08,2.4612e-11,1.8343e-17,3.2589e-15,1.846e-14,5.7803e-12,7.2005e-10,2.719e-09,2.1921e-08,4.8683e-10,1.8551e-09,1.5083e-08,1.5573e-29,3.2574e-27,1.7532e-24,5.0184e-22,3.5863e-21,2.9485e-29,6.1722e-27,3.3217e-24,9.5071e-22,6.7932e-21,1.5555e-29,3.2575e-27,1.7532e-24,5.0186e-22,3.5864e-21,2.9505e-29,6.1721e-27,3.3216e-24,9.507e-22,6.7931e-21,4.244e-25,2.1085e-23,4.8495e-20,4.6112e-21
2.3781e-07,3.9272e-19,1.7123e-15,1.8638e-13,4.5315e-11,5.2329e-09,1.4986e-08,0.042589,0.92408,0.022915,1.5347e-05,3.174e-06,1.7218e-15,1.8637e-13,4.5313e-11,5.2327e-09,1.4986e-08,3.3049e-15,3.579e-13,8.6967e-11,1.0035e-08,2.8713e-08,1.7202e-15,1.8638e-13,4.5315e-11,5.2329e-09,1.4986e-08,1.0298e-15,1.1414e-13,2.8683e-11,3.458e-09,1.0383e-08,1.7151e-15,1.8637e-13,4.5314e-11,5.2327e-09,1.4986e-08,3.2906e-15,3.579e-13,8.6967e-11,1.0035e-08,2.8713e-08,1.3264e-07,1.3508e-10,2.4834e-16,3.9943e-14,2.0226e-13,5.7432e-11,6.2044e-09,1.9762e-08,1.385e-07,4.2268e-09,1.3621e-08,9.6489e-08,3.0406e-28,5.9788e-26,2.9967e-23,7.9373e-21,5.2479e-20,5.7563e-28,1.1328e-25,5.6772e-23,1.5035e-20,9.9391e-20,3.037e-28,5.979e-26,2.9968e-23,7.9376e-21,5.248e-20,5.7604e-28,1.1328e-25,5.6771e-23,1.5035e-20,9.939e-20,7.2607e-24,3.3893e-22,7.1925e-19,6.8298e-20
3.4578e-05,1.6552e-16,5.1762e-13,4.9207e-11,9.9607e-09,9.1147e-07,2.0455e-06,0.00067853,0.024883,0.97271,0.0011874,0.00031691,5.2087e-13,4.9205e-11,9.9602e-09,9.1143e-07,2.0455e-06,9.992e-13,9.4436e-11,1.9101e-08,1.7459e-06,3.9127e-06,5.2031e-13,4.9207e-11,9.9606e-09,9.1147e-07,2.0455e-06,3.2021e-13,3.1146e-11,6.579e-09,6.385e-07,1.5313e-06,5.1859e-13,4.9205e-11,9.9603e-09,9.1143e-07,2.0455e-06,9.9435e-13,9.4436e-11,1.9101e-08,1.7459e-06,3.9127e-06,1.9915e-05,1.443e-08,9.4117e-14,1.3373e-11,5.8643e-11,1.4683e-08,1.3039e-06,3.231e-06,1.8373e-05,8.9866e-07,2.2655e-06,1.3089e-05,1.7769e-25,3.2541e-23,1.5009e-20,3.6259e-18,2.1846e-17,3.3634e-25,6.1647e-23,2.843e-20,6.8672e-18,4.1367e-17,1.7746e-25,3.2542e-23,1.5009e-20,3.626e-18,2.1847e-17,3.366e-25,6.1647e-23,2.8429e-20,6.8671e-18,4.1367e-17,3.6402e-21,1.5803e-19,3.0463e-16,2.8883e-17
