0.037019,0.0065201,0.002648,0.00074835,-0.00074835,0.00074835,-0.00074835,1.26e-15,-1.26e-15,0.039006,3.7947e-09,0.0701,0.038463,3.7622e-09,0.070076,0.03906,3.8274e-09,0.072337,0.03832,3.7333e-09,0.071395,0.039043,3.8207e-09,0.072033,0.038489,3.7848e-09,0.071862,0.039016,3.8039e-09,0.070605,0.038323,3.7136e-09,0.069584,7.9675e-13,1.816e-21,3.6233e-12,8.203e-13,1.869e-21,3.7091e-12,7.9677e-13,1.8136e-21,3.5831e-12,8.2029e-13,1.8705e-21,3.72e-12,2.1136e-13,9.5118e-18,0.44901,0.44901,7.5602e-13,0.44901,0.44901,7.5602e-13,0.33351,0.33351
0.027852,0.0043305,5.8911e-14,1.26e-15,-1.26e-15,1.26e-15,-1.26e-15,0.0013802,-0.0013802,9.0764e-13,2.0763e-21,4.1237e-12,1.0802e-12,2.4905e-21,4.9339e-12,9.076e-13,2.0838e-21,4.2728e-12,9.4853e-13,2.1785e-21,4.4532e-12,9.0763e-13,2.0825e-21,4.244e-12,1.0802e-12,2.4973e-21,5.0672e-12,9.076e-13,2.0785e-21,4.1649e-12,9.4853e-13,2.1724e-21,4.3311e-12,0.060564,6.594e-09,0.10159,0.059243,6.4381e-09,0.09904,0.060621,6.5831e-09,0.10067,0.05944,6.4713e-09,0.10018,0.015166,4.4616e-06,7.5601e-13,7.5601e-13,0.82811,7.5601e-13,7.5601e-13,0.82811,4.2531e-12,4.2531e-12
0.20809,0.031025,2.4498e-10,6.3247e-12,-6.3247e-12,6.3247e-12,-6.3247e-12,3.4611e-24,-3.4611e-24,1.2678e-06,1.1151,4.435e-09,4.1046e-09,3.1698e-17,1.3621e-08,3.4678e-09,2.655e-17,1.1887e-08,3.6254e-09,2.7789e-17,1.2387e-08,1.2843e-09,8.8113e-18,4.5636e-09,4.1046e-09,3.1808e-17,1.3989e-08,3.4678e-09,2.6466e-17,1.1587e-08,3.6254e-09,2.7691e-17,1.2048e-08,2.2831e-21,1.553e-30,1.4227e-20,2.352e-21,1.5992e-30,1.4576e-20,2.2831e-21,1.5514e-30,1.4069e-20,2.352e-21,1.6003e-30,1.4618e-20,5.7408e-22,1.4121e-26,3.7948e-09,3.7948e-09,2.0766e-21,3.7948e-09,3.7948e-09,2.0766e-21,1.3896e-08,1.3896e-08
0.0093502,0.0013941,1.9868e-09,5.0489e-11,-5.0489e-11,5.0489e-11,-5.0489e-11,5.5678e-23,-5.5678e-23,8.4547e-06,0.050106,3.1866e-08,3.1849e-08,3.9902e-16,9.2995e-08,2.703e-08,3.35e-16,8.1607e-08,2.8238e-08,3.5049e-16,8.4956e-08,1.0404e-08,1.1336e-16,3.2789e-08,3.1849e-08,4.0052e-16,9.5504e-08,2.703e-08,3.3383e-16,7.955e-08,2.8238e-08,3.4914e-16,8.2632e-08,3.6423e-20,3.2333e-29,2.1191e-19,3.7518e-20,3.3291e-29,2.1708e-19,3.6424e-20,3.2297e-29,2.0956e-19,3.7518e-20,3.3313e-29,2.177e-19,9.2521e-21,2.6e-25,3.0294e-08,3.0294e-08,3.3407e-20,3.0294e-08,3.0294e-08,3.3407e-20,9.7714e-08,9.7714e-08
9.6107e-05,1.4499e-05,3.8778e-07,9.6077e-09,-9.6077e-09,9.6077e-09,-9.6077e-09,2.5951e-20,-2.5951e-20,0.0012315,0.00048182,5.2372e-06,5.8009e-06,1.3826e-13,1.4108e-05,4.9585e-06,1.1644e-13,1.2494e-05,5.1741e-06,1.2177e-13,1.2986e-05,2.0224e-06,4.0408e-14,5.3888e-06,5.8009e-06,1.3884e-13,1.4488e-05,4.9585e-06,1.1599e-13,1.218e-05,5.1741e-06,1.2124e-13,1.2631e-05,1.68e-17,2.0318e-26,9.0123e-17,1.7303e-17,2.0917e-26,9.23e-17,1.6801e-17,2.0294e-26,8.9123e-17,1.7303e-17,2.0932e-26,9.2567e-17,4.3235e-18,1.4189e-22,5.7646e-06,5.7646e-06,1.5571e-17,5.7646e-06,5.7646e-06,1.5571e-17,1.5578e-05,1.5578e-05
0.0095887,0.0016924,0.00083546,1.9893e-05,-1.9893e-05,1.9893e-05,-1.9893e-05,1.5687e-16,-1.5687e-16,1.744,4.9257e-06,0.0089801,0.01126,5.9741e-10,0.021458,0.0097306,5.0509e-10,0.019289,0.010135,5.2786e-10,0.01999,0.004309,1.8075e-10,0.0092396,0.01126,6.0025e-10,0.022035,0.0097305,5.0289e-10,0.018803,0.010135,5.253e-10,0.019445,1.0031e-13,1.704e-22,4.9167e-13,1.0329e-13,1.7539e-22,5.0343e-13,1.0031e-13,1.7018e-22,4.8622e-13,1.0329e-13,1.7553e-22,5.049e-13,2.6223e-14,1.0206e-18,0.011936,0.011936,9.4121e-14,0.011936,0.011936,9.4121e-14,0.025727,0.025727
0.023453,0.0041385,0.0028721,6.5012e-05,-6.5012e-05,6.5012e-05,-6.5012e-05,1.513e-15,-1.513e-15,3.799,1.2678e-06,0.024508,0.034196,4.113e-09,0.051441,0.02994,3.4925e-09,0.047062,0.03111,3.6473e-09,0.0486,0.014511,1.2915e-09,0.025214,0.034196,4.1351e-09,0.052823,0.029939,3.4753e-09,0.045881,0.03111,3.6273e-09,0.047278,9.5469e-13,2.2825e-21,4.2781e-12,9.8288e-13,2.349e-21,4.3792e-12,9.5473e-13,2.2794e-21,4.2307e-12,9.8287e-13,2.3509e-21,4.3921e-12,2.5395e-13,1.1719e-17,0.039007,0.039007,9.0781e-13,0.039007,0.039007,9.0781e-13,0.068296,0.068296
0.20064,0.031212,2.8995e-10,6.2702e-12,-6.2702e-12,6.2702e-12,-6.2702e-12,4.1502e-24,-4.1502e-24,4.1127e-09,3.1697e-17,1.3544e-08,6.9213e-07,0.61005,4.8919e-09,4.1125e-09,3.1842e-17,1.4033e-08,4.2921e-09,3.3261e-17,1.4599e-08,4.1127e-09,3.1817e-17,1.3939e-08,1.4161e-09,9.9503e-18,5.0234e-09,4.1126e-09,3.174e-17,1.3679e-08,4.2921e-09,3.3143e-17,1.4199e-08,2.7373e-21,1.8691e-30,1.7039e-20,2.82e-21,1.9247e-30,1.7457e-20,2.7374e-21,1.8671e-30,1.685e-20,2.8199e-21,1.9259e-30,1.7507e-20,6.884e-22,1.6966e-26,3.7621e-09,3.7621e-09,2.4901e-21,3.7621e-09,3.7621e-09,2.4901e-21,1.396e-08,1.396e-08
0.0089983,0.0013998,2.338e-09,4.9932e-11,-4.9932e-11,4.9932e-11,-4.9932e-11,6.661e-23,-6.661e-23,3.1847e-08,3.9843e-16,9.2258e-08,4.6063e-06,0.027359,3.476e-08,3.1846e-08,4.0041e-16,9.5585e-08,3.3215e-08,4.1812e-16,9.9353e-08,3.1847e-08,4.0007e-16,9.4947e-08,1.136e-08,1.273e-16,3.5694e-08,3.1846e-08,3.9902e-16,9.3175e-08,3.3215e-08,4.1651e-16,9.6634e-08,4.3567e-20,3.8849e-29,2.5314e-19,4.4877e-20,4e-29,2.5931e-19,4.3569e-20,3.8806e-29,2.5033e-19,4.4877e-20,4.0027e-29,2.6006e-19,1.1069e-20,3.1179e-25,2.9959e-08,2.9959e-08,3.9966e-20,2.9959e-08,2.9959e-08,3.9966e-20,9.7824e-08,9.7824e-08
9.2547e-05,1.452e-05,4.5364e-07,9.4946e-09,-9.4946e-09,9.4946e-09,-9.4946e-09,3.0997e-20,-3.0997e-20,5.8005e-06,1.3804e-13,1.3996e-05,0.00067131,0.00026283,5.6378e-06,5.8003e-06,1.388e-13,1.45e-05,6.0435e-06,1.4488e-13,1.5049e-05,5.8005e-06,1.3867e-13,1.4404e-05,2.1831e-06,4.5132e-14,5.7889e-06,5.8003e-06,1.3827e-13,1.4135e-05,6.0435e-06,1.4426e-13,1.4638e-05,2.0063e-17,2.4389e-26,1.0746e-16,2.0663e-17,2.5108e-26,1.1005e-16,2.0064e-17,2.436e-26,1.0627e-16,2.0663e-17,2.5126e-26,1.1037e-16,5.1644e-18,1.6995e-22,5.6967e-06,5.6967e-06,1.8598e-17,5.6967e-06,5.6967e-06,1.8598e-17,1.5565e-05,1.5565e-05
