0.71559,0,0,3.4104e-05,0.00011341,0.0046003,0.0037615,5.0845e-09,1.0234e-08,5.0851e-09,1.0235e-08,5.0845e-09,1.0234e-08,2.3552e-05,7.8317e-05,0.0031822,0.0026094,3.2444e-05,0.00010789,0.0043848,0.0035797,2.8904e-10,2.9202e-10,2.8904e-10,2.9202e-10,2.8904e-10,2.9202e-10,2.8903e-10,2.9201e-10,2.8904e-10,2.9202e-10,2.8904e-10,2.9202e-10,2.8904e-10,2.9202e-10,0.082494,0.00020285,0.00097082,0.045269,0.1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.58004,5.895e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3163e-05,7.7024e-05,0.0030941,0.0024208,8.3316e-06,2.7706e-05,0.0011132,0.00086993,5.4556e-05,0.00018142,0.0071794,0.0056197,1.2641e-08,2.5483e-08,0.0023862,0.010486,0.010594,3.5868e-05,0.00011927,0.0047309,0.0037014,3.8993e-05,0.00012966,0.0051412,0.0040176,1.2746e-08,2.5614e-08,0.070193,8.3388e-05,0.00042871,0.0013986,0.0038181,0.0040877,0.00032682,0.0015641,0.070328,0.20134,4.3767e-10,1.4559e-09,1.4203e-07,3.2047e-07,1.972e-09,6.5599e-09,6.3494e-07,1.4193e-06,1.0996e-09,3.6577e-09,3.5677e-07,8.0428e-07,1.9469e-11,3.9281e-11,3.4234e-10,1.1388e-09,1.1113e-07,2.5075e-07,9.531e-12,1.9184e-11,3.5942e-06,1.4334e-05
0,6.7389e-05,0.31364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6739e-09,8.8947e-09,8.6403e-07,1.8999e-06,9.3939e-10,3.1249e-09,3.0371e-07,6.6792e-07,6.2812e-09,2.0894e-08,2.0149e-06,4.4307e-06,1.9098e-11,3.851e-11,5.7428e-07,4.324e-06,1.0987e-05,4.1146e-09,1.3687e-08,1.3215e-06,2.9058e-06,4.3646e-09,1.4519e-08,1.4022e-06,3.0836e-06,1.9124e-11,3.8443e-11,3.7009e-05,0.0436,0.046631,0.018477,0.005965,0.0012016,6.9567e-08,3.3305e-07,4.0671e-05,0.00021822,9.0374e-05,0.00030051,0.010911,0.007527,0.00026539,0.00088245,0.032017,0.02208,0.00021876,0.00072742,0.026435,0.01823,1.7146e-07,3.4582e-07,7.0477e-05,0.00023435,0.0085174,0.0058788,8.6504e-08,1.7405e-07,0.11948,0.30224
0.00096263,0,0,0.086686,0.28819,0.037419,0.009409,3.0017e-11,6.0426e-11,3.002e-11,6.0433e-11,3.0017e-11,6.0426e-11,2.1391e-07,7.114e-07,4.4203e-05,5.8937e-05,1.7903e-07,5.9543e-07,3.745e-05,5.0701e-05,3.5735e-12,3.6103e-12,3.5735e-12,3.6103e-12,3.5735e-12,3.6103e-12,3.5733e-12,3.6102e-12,3.5735e-12,3.6103e-12,3.5735e-12,3.6103e-12,3.5735e-12,3.6103e-12,0.00072954,1.647e-06,7.8834e-06,0.00059829,0.0038191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00096312,0,0,0.086708,0.28826,0.037433,0.0094127,3.003e-11,6.0453e-11,3.0033e-11,6.046e-11,3.003e-11,6.0453e-11,2.1404e-07,7.1186e-07,4.4228e-05,5.8964e-05,1.7915e-07,5.9581e-07,3.7471e-05,5.0725e-05,3.575e-12,3.6118e-12,3.575e-12,3.6118e-12,3.575e-12,3.6118e-12,3.5748e-12,3.6117e-12,3.575e-12,3.6118e-12,3.575e-12,3.6118e-12,3.575e-12,3.6118e-12,0.00072992,1.648e-06,7.8881e-06,0.00059859,0.003821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031878,0,0,0.0091864,0.030544,0.54892,0.17365,7.7516e-10,1.5603e-09,7.7524e-10,1.5605e-09,7.7516e-10,1.5603e-09,1.0855e-05,3.6097e-05,0.0017124,0.0016378,9.1713e-06,3.0499e-05,0.001475,0.0014514,7.77e-11,7.8502e-11,7.77e-11,7.8502e-11,7.77e-11,7.8502e-11,7.7697e-11,7.8499e-11,7.77e-11,7.8502e-11,7.77e-11,7.8502e-11,7.77e-11,7.8502e-11,0.025745,7.3275e-05,0.0003507,0.019637,0.12958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.060681,0,0,0.0053776,0.01788,0.40425,0.13709,1.1748e-09,2.3648e-09,1.175e-09,2.365e-09,1.1748e-09,2.3648e-09,3.3695e-05,0.00011204,0.0038128,0.002445,2.8885e-05,9.605e-05,0.003379,0.0022939,9.1274e-11,9.2216e-11,9.1274e-11,9.2216e-11,9.1274e-11,9.2216e-11,9.127e-11,9.2212e-11,9.1274e-11,9.2216e-11,9.1274e-11,9.2216e-11,9.1274e-11,9.2216e-11,0.054537,0.00019831,0.00094904,0.036839,0.25733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.061146,0,0,1.2789e-05,4.2525e-05,0.0013453,0.00087579,7.3856e-10,1.4866e-09,7.3864e-10,1.4868e-09,7.3856e-10,1.4866e-09,3.0593e-05,0.00010172,0.002544,0.0011299,2.7145e-05,9.0258e-05,0.0024027,0.0012021,4.0132e-11,4.0546e-11,4.0132e-11,4.0546e-11,4.0132e-11,4.0546e-11,4.013e-11,4.0544e-11,4.0132e-11,4.0546e-11,4.0132e-11,4.0546e-11,4.0132e-11,4.0546e-11,0.038453,0.00016433,0.00078641,0.021878,0.15777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12307,0,0,2.5745e-05,8.5606e-05,0.002708,0.0017629,1.4866e-09,2.9922e-09,1.4868e-09,2.9926e-09,1.4866e-09,2.9922e-09,6.1584e-05,0.00020477,0.0051207,0.0022744,5.4643e-05,0.00018169,0.0048363,0.0024195,8.0778e-11,8.1611e-11,8.0778e-11,8.1611e-11,8.0778e-11,8.1611e-11,8.0775e-11,8.1608e-11,8.0778e-11,8.1611e-11,8.0778e-11,8.1611e-11,8.0778e-11,8.1611e-11,0.077401,0.00033079,0.001583,0.044037,0.31757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.061146,0,0,1.2789e-05,4.2525e-05,0.0013453,0.00087579,7.3856e-10,1.4866e-09,7.3864e-10,1.4868e-09,7.3856e-10,1.4866e-09,3.0593e-05,0.00010172,0.002544,0.0011299,2.7145e-05,9.0258e-05,0.0024027,0.0012021,4.0132e-11,4.0546e-11,4.0132e-11,4.0546e-11,4.0132e-11,4.0546e-11,4.013e-11,4.0544e-11,4.0132e-11,4.0546e-11,4.0132e-11,4.0546e-11,4.0132e-11,4.0546e-11,0.038453,0.00016433,0.00078641,0.021878,0.15777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
