0.15754,1.9335e-13,9.6621e-27,2.6771e-06,2.5839e-06,2.9919e-06,2.6368e-06,2.1423e-13,2.1044e-13,2.0871e-13,2.1009e-13,1.0934e-26,1.0599e-26,1.054e-26,1.0549e-26
1.9335e-13,0.16012,2.4299e-13,1.1832e-13,1.1609e-13,1.1346e-13,1.1544e-13,2.5828e-06,2.4785e-06,2.8741e-06,2.5607e-06,2.7233e-13,2.6575e-13,2.6428e-13,2.645e-13
9.6622e-27,2.4299e-13,0.15764,5.7455e-27,5.6274e-27,5.5e-27,5.5983e-27,1.3513e-13,1.3549e-13,1.2759e-13,1.3238e-13,2.36e-06,2.2585e-06,2.6309e-06,2.3035e-06
8.6866e-05,1.6248e-10,4.2259e-23,5.7057e-05,5.1966e-05,4.7284e-05,5.1356e-05,2.3314e-10,2.5379e-10,2.5029e-10,2.5671e-10,4.7568e-23,4.6085e-23,4.5841e-23,4.5868e-23
9.4471e-17,0.00012312,1.7807e-10,5.6833e-17,5.5699e-17,5.4446e-17,5.5397e-17,6.9169e-05,6.3997e-05,4.9156e-05,6.1566e-05,2.6751e-10,2.9259e-10,3.2252e-10,3.0977e-10
2.677e-06,1.1834e-13,5.7461e-27,0.67355,2.3204e-06,5.9168e-08,2.326e-06,1.2833e-13,1.2587e-13,1.2504e-13,1.2566e-13,6.5032e-27,6.3042e-27,6.2694e-27,6.2747e-27
2.5839e-06,1.1608e-13,5.627e-27,2.3204e-06,1.0576,2.1317e-06,5.8856e-08,1.2567e-13,1.2322e-13,1.2242e-13,1.2301e-13,6.3685e-27,6.1736e-27,6.1395e-27,6.1448e-27
2.992e-06,1.1348e-13,5.5007e-27,5.9168e-08,2.1317e-06,0.67924,2.1047e-06,1.2298e-13,1.2059e-13,1.1979e-13,1.2038e-13,6.2255e-27,6.035e-27,6.0016e-27,6.0067e-27
2.6368e-06,1.1542e-13,5.5978e-27,2.3259e-06,5.8856e-08,2.1048e-06,1.0493,1.2495e-13,1.2251e-13,1.2172e-13,1.2231e-13,6.3355e-27,6.1416e-27,6.1077e-27,6.1129e-27
2.1426e-13,2.5827e-06,1.3514e-13,1.2833e-13,1.2567e-13,1.2298e-13,1.2495e-13,0.66403,2.4953e-06,6.261e-08,2.4878e-06,1.4937e-13,1.4401e-13,1.4345e-13,1.4334e-13
2.1041e-13,2.4785e-06,1.3548e-13,1.2587e-13,1.2322e-13,1.2058e-13,1.2251e-13,2.4952e-06,1.0434,2.2805e-06,6.4899e-08,1.4957e-13,1.44e-13,1.4342e-13,1.4331e-13
2.0874e-13,2.8741e-06,1.2759e-13,1.2504e-13,1.2242e-13,1.1979e-13,1.2172e-13,6.261e-08,2.2805e-06,0.6725,2.2285e-06,1.4081e-13,1.3565e-13,1.3502e-13,1.3496e-13
2.1006e-13,2.5607e-06,1.3237e-13,1.2566e-13,1.2302e-13,1.2038e-13,1.2231e-13,2.4878e-06,6.4899e-08,2.2285e-06,1.0371,1.4613e-13,1.4067e-13,1.401e-13,1.4e-13
1.0934e-26,2.7233e-13,2.3598e-06,6.5026e-27,6.3691e-27,6.2249e-27,6.3361e-27,1.4937e-13,1.4957e-13,1.4081e-13,1.4613e-13,0.65069,2.3644e-06,4.6485e-08,2.3509e-06
1.0598e-26,2.6573e-13,2.2585e-06,6.3033e-27,6.1739e-27,6.0341e-27,6.1419e-27,1.4401e-13,1.44e-13,1.3564e-13,1.4067e-13,2.3643e-06,1.0279,2.1698e-06,4.5986e-08
1.0541e-26,2.6431e-13,2.6309e-06,6.2692e-27,6.1405e-27,6.0014e-27,6.1087e-27,1.4345e-13,1.4342e-13,1.3502e-13,1.401e-13,4.6485e-08,2.1698e-06,0.6589,2.0886e-06
1.0549e-26,2.6449e-13,2.3035e-06,6.2739e-27,6.1451e-27,6.0059e-27,6.1132e-27,1.4334e-13,1.4331e-13,1.3495e-13,1.4e-13,2.3508e-06,4.5987e-08,2.0886e-06,1.0188
1.6515e-30,1.578e-16,0.00018016,9.7733e-31,9.5701e-31,9.3528e-31,9.5215e-31,8.615e-17,8.6283e-17,8.1163e-17,8.4291e-17,0.00012329,0.00011781,0.0001093,0.00011757
8.4665e-05,8.1359e-14,4.1986e-27,1.0998e-06,0.085122,1.115e-06,4.0457e-08,8.804e-14,8.6329e-14,8.5769e-14,8.6185e-14,4.7512e-27,4.606e-27,4.5805e-27,4.5844e-27
0.00025268,9.8355e-15,3.1249e-28,1.7951e-07,0.028468,1.8373e-07,8.0811e-09,1.0675e-14,1.0465e-14,1.0398e-14,1.0449e-14,3.5403e-28,3.4315e-28,3.4124e-28,3.4154e-28
0.0010496,1.9838e-15,4.055e-29,4.3833e-08,0.0079337,5.6514e-08,1.8037e-08,2.1811e-15,2.1394e-15,2.1241e-15,2.1363e-15,4.5987e-29,4.4564e-29,4.4316e-29,4.4356e-29
0.0038066,8.2232e-15,2.6459e-28,1.291e-07,0.0019248,2.1251e-07,1.1961e-07,9.1324e-15,8.9683e-15,8.8953e-15,8.9545e-15,2.9973e-28,2.9049e-28,2.8889e-28,2.8914e-28
0.011556,6.7673e-14,3.5468e-27,7.8465e-07,0.00064523,1.2916e-06,7.4477e-07,7.4955e-14,7.3629e-14,7.3024e-14,7.3508e-14,4.0132e-27,3.8902e-27,3.8688e-27,3.872e-27
9.424e-05,6.6722e-14,3.4262e-27,3.4672e-08,8.8559e-07,0.052997,8.6651e-07,7.2281e-14,7.0876e-14,7.0408e-14,7.0756e-14,3.8772e-27,3.7587e-27,3.7379e-27,3.7411e-27
0.00028128,8.143e-15,2.5609e-28,9.0345e-09,1.4621e-07,0.017701,1.4314e-07,8.8506e-15,8.6764e-15,8.6195e-15,8.6628e-15,2.9014e-28,2.8121e-28,2.7965e-28,2.799e-28
0.0011694,2.4528e-15,5.0674e-29,3.1766e-08,5.0167e-08,0.0049287,4.9734e-08,2.7095e-15,2.6586e-15,2.6386e-15,2.6547e-15,5.7465e-29,5.5687e-29,5.5377e-29,5.5426e-29
0.0042447,1.4145e-14,4.6448e-28,2.1428e-07,2.0609e-07,0.0011949,2.0609e-07,1.5709e-14,1.5427e-14,1.5302e-14,1.5403e-14,5.2615e-28,5.0994e-28,5.0711e-28,5.0755e-28
0.012895,1.1682e-13,6.2363e-27,1.3262e-06,1.2585e-06,0.00039976,1.2586e-06,1.2937e-13,1.2708e-13,1.2604e-13,1.2687e-13,7.0562e-27,6.84e-27,6.8023e-27,6.808e-27
8.3708e-05,1.067e-13,5.5506e-27,0.053669,1.5406e-06,5.2381e-08,1.5257e-06,1.1566e-13,1.1345e-13,1.1269e-13,1.1326e-13,6.2811e-27,6.089e-27,6.0554e-27,6.0605e-27
0.00024896,1.2889e-14,4.1295e-28,0.017886,2.5155e-07,1.1553e-08,2.4918e-07,1.4012e-14,1.374e-14,1.3649e-14,1.3718e-14,4.6784e-28,4.5345e-28,4.5094e-28,4.5133e-28
