3.6808e-06,8.4071e-07,0.0049812,9.6517e-08,1.0497e-19,2.9746e-09,2.871e-09,3.3243e-09,2.9298e-09,2.3803e-16,2.3382e-16,2.319e-16,2.3343e-16,1.2149e-29,1.1776e-29,1.1711e-29,1.1721e-29,1.835e-33,1.6648e-08,1.673e-08,1.6637e-08,2.587e-10,1.4845e-06,3.9601e-06,1.1144e-06,3.0275e-06,1.6815e-06,4.5027e-06,1.139e-06,3.0885e-06,3.1266e-13,3.6919e-13,4.7674e-13,3.6741e-13,2.3025e-26,2.7372e-26,3.5811e-26,2.7198e-26,2.464e-35,0.083651,1.129e-12,8.6844e-26,6.8656e-06,6.274e-06,7.3847e-06,6.4023e-06,7.4162e-13,7.267e-13,7.4947e-13,7.2666e-13,5.4738e-26,5.3328e-26,5.542e-26,5.3371e-26,0.083651,0.0056703,1.345e-12,1.071e-25,7.1992e-06,6.5013e-06,7.7201e-06,6.6365e-06,8.098e-13,7.8921e-13,8.2044e-13,7.894e-13,6.3054e-26,6.1186e-26,6.3946e-26,6.1274e-26,0.11321,7.5477e-13,5.5971e-26,5.1902e-06,4.798e-06,5.6276e-06,4.8961e-06,5.3066e-13,5.2019e-13,5.3317e-13,5.2003e-13,3.7216e-26,3.6236e-26,3.7468e-26,3.6242e-26
3.7729e-06,7.3379e-07,3.9816e-14,1.8053e-13,1.3681e-07,1.3147e-16,1.2899e-16,1.2607e-16,1.2826e-16,2.8698e-09,2.7539e-09,3.1934e-09,2.8452e-09,3.0259e-16,2.9527e-16,2.9364e-16,2.9389e-16,1.7533e-19,1.8659e-08,1.8708e-08,1.8595e-08,1.8833e-08,1.4129e-06,2.4038e-13,1.0709e-06,2.8704e-13,1.6247e-06,3.6751e-13,1.1033e-06,2.8686e-13,3.5979e-06,2.79e-06,4.1509e-06,2.8548e-06,3.4979e-13,4.1396e-13,5.35e-13,4.1156e-13,5.4582e-21,7.8651e-13,0.084851,1.2926e-12,5.3379e-13,5.2825e-13,5.3649e-13,5.28e-13,6.5754e-06,6.0368e-06,7.1355e-06,6.2108e-06,8.5221e-13,8.3602e-13,8.6446e-13,8.3691e-13,7.8651e-13,6.5899e-13,0.0054449,1.5257e-12,4.539e-13,4.5112e-13,4.5742e-13,4.5119e-13,6.8633e-06,6.2416e-06,7.4522e-06,6.4181e-06,9.1382e-13,8.9289e-13,9.3131e-13,8.9483e-13,5.4925e-13,0.11496,8.7275e-13,3.6761e-13,3.6339e-13,3.6728e-13,3.6297e-13,4.9784e-06,4.6135e-06,5.4309e-06,4.7507e-06,6.2026e-13,6.0791e-13,6.2439e-13,6.0795e-13
4.1879e-06,8.8708e-07,1.8313e-27,4.6954e-26,1.9785e-13,6.3839e-30,6.2527e-30,6.1112e-30,6.2203e-30,1.5014e-16,1.5054e-16,1.4176e-16,1.4709e-16,2.6222e-09,2.5095e-09,2.9232e-09,2.5594e-09,2.0018e-07,9.3139e-09,9.3628e-09,9.323e-09,9.4421e-09,1.3173e-06,1.954e-26,9.9188e-07,2.3493e-26,1.5218e-06,3.0355e-26,1.0084e-06,2.3478e-26,2.5076e-13,3.0066e-13,3.8345e-13,2.9898e-13,3.2822e-06,2.5302e-06,3.8045e-06,2.5485e-06,2.8885e-08,6.496e-26,8.715e-13,0.084004,4.2645e-26,4.2119e-26,4.2925e-26,4.2108e-26,5.8678e-13,5.8203e-13,5.8994e-13,5.8085e-13,6.0589e-06,5.5764e-06,6.6528e-06,5.6614e-06,6.496e-26,5.7262e-26,7.1675e-13,0.0058498,3.7857e-26,3.7542e-26,3.8137e-26,3.7545e-26,4.9653e-13,4.9341e-13,5.0168e-13,4.9376e-13,6.3922e-06,5.8403e-06,7.0397e-06,5.9235e-06,4.2841e-26,6.201e-13,0.11346,2.7885e-26,2.7523e-26,2.7955e-26,2.7504e-26,4.0612e-13,4.0341e-13,4.05e-13,4.0146e-13,4.5793e-06,4.2493e-06,5.044e-06,4.3182e-06
9.1663e-05,2.1322e-05,2.0421e-05,0.00024807,1.9306e-16,6.3396e-08,5.774e-08,5.2537e-08,5.7062e-08,2.5904e-13,2.8199e-13,2.781e-13,2.8523e-13,5.2853e-26,5.1205e-26,5.0934e-26,5.0964e-26,1.2377e-29,1.3557e-05,1.3674e-05,1.3826e-05,1.1435e-08,2.9659e-05,6.4757e-05,3.2741e-05,7.0723e-05,3.8815e-05,8.2915e-05,3.2595e-05,7.0321e-05,2.6631e-10,3.4564e-10,4.3996e-10,3.4859e-10,8.5617e-23,1.0143e-22,1.323e-22,1.0079e-22,2.2004e-31,0.00020216,7.3083e-10,3.2202e-22,0.00014854,0.00013675,0.00012873,0.00013592,6.4104e-10,6.9588e-10,7.1123e-10,7.0511e-10,2.0489e-22,1.9952e-22,2.0711e-22,1.9969e-22,0.00020216,0.00015271,8.4492e-10,3.9269e-22,0.00011587,0.00010724,0.00010109,0.00010672,6.6807e-10,7.2093e-10,7.4398e-10,7.308e-10,2.316e-22,2.2463e-22,2.3469e-22,2.2499e-22,0.00015604,5.0349e-10,2.1011e-22,0.00011194,0.00010284,9.6152e-05,0.00010209,4.7788e-10,5.1905e-10,5.2685e-10,5.2575e-10,1.4196e-22,1.3815e-22,1.426e-22,1.3816e-22
0.00010868,2.0933e-05,1.8633e-17,1.9306e-16,0.00023662,6.3148e-20,6.1888e-20,6.0495e-20,6.1553e-20,7.6855e-08,7.1108e-08,5.4618e-08,6.8407e-08,2.9723e-13,3.251e-13,3.5836e-13,3.4419e-13,2.9752e-16,1.3177e-05,1.3256e-05,1.3406e-05,1.3419e-05,3.4638e-05,1.4495e-16,3.805e-05,1.7365e-16,3.9533e-05,2.234e-16,3.7503e-05,1.7354e-16,7.2013e-05,7.8538e-05,8.042e-05,7.687e-05,2.7036e-10,3.5521e-10,5.0357e-10,3.7544e-10,1.4188e-17,4.7936e-16,0.00025463,7.3396e-10,3.191e-16,3.154e-16,3.2092e-16,3.1528e-16,0.00017382,0.00015983,0.00013144,0.00015682,6.6962e-10,7.3525e-10,8.388e-10,7.8242e-10,4.7936e-16,4.1214e-16,0.00018584,8.3881e-10,2.7733e-16,2.7526e-16,2.7941e-16,2.7529e-16,0.00013446,0.00012378,0.00010281,0.00012204,6.8252e-10,7.4618e-10,8.5999e-10,7.9508e-10,3.2541e-16,0.00020203,5.116e-10,2.142e-16,2.1152e-16,2.1433e-16,2.1133e-16,0.00013196,0.0001215,9.8527e-05,0.00011872,5.0878e-10,5.5818e-10,6.3229e-10,5.9336e-10
0.028518,0.0064861,0.005202,6.3398e-08,6.3154e-20,0.00074839,2.5783e-09,6.5742e-11,2.5844e-09,1.4259e-16,1.3985e-16,1.3893e-16,1.3963e-16,7.2258e-30,7.0047e-30,6.966e-30,6.9719e-30,1.086e-33,1.0115e-08,5.1869e-05,1.0109e-08,5.968e-12,0.043275,0.097487,1.0886e-06,2.9345e-06,5.2525e-08,1.5275e-07,1.1029e-06,2.9669e-06,1.8811e-13,2.2182e-13,2.8693e-13,2.2074e-13,1.372e-26,1.6313e-26,2.1343e-26,1.6209e-26,1.4541e-35,7.4669e-06,6.9408e-13,5.1749e-26,0.36058,6.2425e-06,2.2727e-07,6.3079e-06,4.4608e-13,4.3645e-13,4.5088e-13,4.3643e-13,3.2616e-26,3.1778e-26,3.3025e-26,3.1804e-26,7.4669e-06,8.2726e-06,8.2723e-13,6.383e-26,0.027107,6.6882e-06,1.8901e-07,6.7716e-06,4.8745e-13,4.7434e-13,4.9391e-13,4.7446e-13,3.7579e-26,3.6468e-26,3.8113e-26,3.6521e-26,5.5509e-06,4.6379e-13,3.3348e-26,0.48577,4.6737e-06,1.6003e-07,4.7152e-06,3.1898e-13,3.1222e-13,3.2054e-13,3.1213e-13,2.2171e-26,2.1588e-26,2.2323e-26,2.1592e-26
0.030252,0.0068884,0.0052891,5.7739e-08,6.1883e-20,2.5782e-09,0.0011752,2.3686e-09,6.5396e-11,1.3963e-16,1.3691e-16,1.3602e-16,1.3668e-16,7.0761e-30,6.8596e-30,6.8217e-30,6.8275e-30,1.0633e-33,8.0474e-05,9.9033e-09,9.7308e-09,2.1071e-10,9.8118e-07,2.6591e-06,0.067116,0.15524,1.3605e-06,3.6139e-06,4.0047e-08,1.173e-07,1.8423e-13,2.1718e-13,2.8097e-13,2.1612e-13,1.3438e-26,1.5976e-26,2.0903e-26,1.5875e-26,1.4234e-35,7.1116e-06,6.8097e-13,5.0682e-26,6.6267e-06,0.56662,6.0359e-06,2.1922e-07,4.3688e-13,4.2733e-13,4.4151e-13,4.273e-13,3.1944e-26,3.1123e-26,3.2344e-26,3.1148e-26,7.1116e-06,7.8521e-06,8.1162e-13,6.2514e-26,7.2418e-06,0.043019,6.5539e-06,1.826e-07,4.7741e-13,4.6444e-13,4.8367e-13,4.6454e-13,3.6805e-26,3.5717e-26,3.7328e-26,3.5768e-26,5.3005e-06,4.5501e-13,3.266e-26,4.9042e-06,0.76303,4.4742e-06,1.5507e-07,3.124e-13,3.0568e-13,3.1387e-13,3.0558e-13,2.1714e-26,2.1143e-26,2.1862e-26,2.1147e-26
0.029734,0.0068263,0.0052696,5.2539e-08,6.0502e-20,6.5742e-11,2.3686e-09,0.00075471,2.3386e-09,1.3665e-16,1.3398e-16,1.331e-16,1.3376e-16,6.9172e-30,6.7055e-30,6.6685e-30,6.6742e-30,1.0393e-33,9.6947e-09,9.5456e-09,9.6874e-09,5.2705e-05,3.2759e-08,9.6902e-08,1.1049e-06,2.9613e-06,0.044148,0.10231,1.116e-06,2.9838e-06,1.8031e-13,2.1255e-13,2.7496e-13,2.1152e-13,1.3136e-26,1.5618e-26,2.0434e-26,1.5519e-26,1.3913e-35,7.8951e-06,6.658e-13,4.9546e-26,2.1735e-07,6.2475e-06,0.36345,6.2859e-06,4.2758e-13,4.1822e-13,4.3205e-13,4.1819e-13,3.1227e-26,3.0425e-26,3.1618e-26,3.0449e-26,7.8951e-06,8.5891e-06,7.9355e-13,6.1112e-26,1.801e-07,6.8243e-06,0.027137,6.8936e-06,4.6725e-13,4.5455e-13,4.7331e-13,4.5464e-13,3.5979e-26,3.4915e-26,3.6491e-26,3.4966e-26,5.9339e-06,4.4487e-13,3.1928e-26,1.5407e-07,4.6012e-06,0.48976,4.6135e-06,3.0574e-13,2.9917e-13,3.0715e-13,2.9907e-13,2.1226e-26,2.0669e-26,2.1372e-26,2.0672e-26
0.030129,0.0068634,0.0052658,5.7061e-08,6.1547e-20,2.5844e-09,6.5396e-11,2.3386e-09,0.0011659,1.3883e-16,1.3613e-16,1.3525e-16,1.359e-16,7.0394e-30,6.824e-30,6.7863e-30,6.7921e-30,1.0578e-33,9.681e-09,9.8431e-09,8.3478e-05,2.0608e-10,9.7188e-07,2.6353e-06,3.9789e-08,1.1666e-07,1.3307e-06,3.5361e-06,0.069143,0.15465,1.8316e-13,2.1591e-13,2.7934e-13,2.1486e-13,1.3367e-26,1.5893e-26,2.0793e-26,1.5792e-26,1.4162e-35,7.128e-06,6.7702e-13,5.0417e-26,6.5725e-06,2.1802e-07,5.9114e-06,0.56237,4.3435e-13,4.2484e-13,4.3894e-13,4.2481e-13,3.1777e-26,3.096e-26,3.2175e-26,3.0985e-26,7.128e-06,7.8388e-06,8.0691e-13,6.2187e-26,7.1659e-06,1.8144e-07,6.4062e-06,0.04294,4.7463e-13,4.6173e-13,4.8085e-13,4.6183e-13,3.6612e-26,3.553e-26,3.7133e-26,3.5581e-26,5.3315e-06,4.5238e-13,3.2489e-26,4.8739e-06,1.5435e-07,4.3888e-06,0.75716,3.1059e-13,3.0391e-13,3.1205e-13,3.0381e-13,2.16e-26,2.1033e-26,2.1748e-26,2.1036e-26
0.031266,0.0060465,4.3734e-14,2.5905e-13,7.6856e-08,1.4259e-16,1.3963e-16,1.3664e-16,1.3883e-16,0.00073781,2.7725e-09,6.9567e-11,2.7643e-09,1.6597e-16,1.6001e-16,1.5939e-16,1.5927e-16,9.5726e-20,1.0283e-08,4.879e-05,1.0246e-08,1.0174e-08,0.042322,2.5989e-13,1.1263e-06,3.097e-13,5.4341e-08,3.97e-13,1.1266e-06,3.095e-13,0.095847,2.9091e-06,1.5015e-07,2.8904e-06,1.9265e-13,2.2531e-13,2.9169e-13,2.2401e-13,2.9624e-21,8.6871e-13,7.5032e-06,7.2195e-13,5.772e-13,5.7008e-13,5.7969e-13,5.6978e-13,0.35649,6.4929e-06,2.3539e-07,6.4818e-06,4.6925e-13,4.5486e-13,4.711e-13,4.5534e-13,8.6871e-13,7.2755e-13,8.3837e-06,8.5256e-13,4.9065e-13,4.8668e-13,4.9409e-13,4.8673e-13,0.027906,6.9037e-06,1.9514e-07,6.8939e-06,5.0355e-13,4.8618e-13,5.0792e-13,4.8724e-13,6.0693e-13,5.535e-06,4.8722e-13,3.9765e-13,3.9231e-13,3.9701e-13,3.9185e-13,0.4795,4.8939e-06,1.6628e-07,4.8842e-06,3.413e-13,3.3052e-13,3.4004e-13,3.3054e-13
0.032881,0.0064402,4.292e-14,2.8199e-13,7.1108e-08,1.3985e-16,1.3691e-16,1.3398e-16,1.3613e-16,2.7725e-09,0.0011594,2.5339e-09,7.211e-11,1.6619e-16,1.5999e-16,1.5935e-16,1.5923e-16,9.5866e-20,7.5843e-05,1.026e-08,1.0074e-08,1.0371e-08,1.0196e-06,2.5498e-13,0.06564,3.0376e-13,1.4045e-06,3.8938e-13,4.2286e-08,3.0356e-13,2.6393e-06,0.15246,3.5546e-06,1.1775e-07,1.9292e-13,2.253e-13,2.9164e-13,2.2396e-13,2.9662e-21,8.5334e-13,7.0708e-06,7.2386e-13,5.6628e-13,5.5913e-13,5.6855e-13,5.5883e-13,6.9146e-06,0.56047,6.2576e-06,2.3227e-07,4.699e-13,4.5483e-13,4.7101e-13,4.5525e-13,8.5334e-13,7.147e-13,7.8629e-06,8.5484e-13,4.8138e-13,4.7735e-13,4.8461e-13,4.7739e-13,7.5071e-06,0.044097,6.7479e-06,1.9225e-07,5.0426e-13,4.8615e-13,5.0782e-13,4.8714e-13,5.9617e-13,5.2339e-06,4.8851e-13,3.9011e-13,3.8477e-13,3.8936e-13,3.843e-13,5.1469e-06,0.75365,4.6667e-06,1.6532e-07,3.4177e-13,3.3049e-13,3.3997e-13,3.3047e-13
0.032704,0.0064081,4.2604e-14,2.781e-13,5.462e-08,1.3893e-16,1.3603e-16,1.331e-16,1.3525e-16,6.9567e-11,2.5339e-09,0.00074723,2.4761e-09,1.5645e-16,1.5072e-16,1.5002e-16,1.4995e-16,9.0186e-20,9.6875e-09,9.521e-09,9.6493e-09,5.0504e-05,3.3317e-08,2.5328e-13,1.1446e-06,3.0178e-13,0.043961,3.868e-13,1.1409e-06,3.0158e-13,9.3902e-08,2.9362e-06,0.10112,2.9054e-06,1.8169e-13,2.1231e-13,2.7465e-13,2.1098e-13,2.7889e-21,8.4651e-13,7.8283e-06,6.8208e-13,5.6251e-13,5.5549e-13,5.6478e-13,5.5519e-13,2.2185e-07,6.4975e-06,0.36041,6.4511e-06,4.4253e-13,4.286e-13,4.4356e-13,4.2885e-13,8.4651e-13,7.0898e-13,8.5773e-06,8.0554e-13,4.7817e-13,4.7423e-13,4.8139e-13,4.7428e-13,1.8276e-07,7.0581e-06,0.027509,7.0313e-06,4.7493e-13,4.5814e-13,4.7825e-13,4.5892e-13,5.914e-13,5.8466e-06,4.6029e-13,3.8752e-13,3.8226e-13,3.8678e-13,3.818e-13,1.5815e-07,4.8107e-06,0.48525,4.7621e-06,3.2184e-13,3.1142e-13,3.2014e-13,3.113e-13
0.032953,0.0063455,4.285e-14,2.8523e-13,6.8407e-08,1.3962e-16,1.3668e-16,1.3376e-16,1.359e-16,2.7642e-09,7.211e-11,2.4761e-09,0.0011523,1.6236e-16,1.563e-16,1.5567e-16,1.5555e-16,9.3654e-20,9.8774e-09,1.0026e-08,7.9378e-05,1.0132e-08,1.0177e-06,2.5454e-13,4.1284e-08,3.0323e-13,1.3781e-06,3.8868e-13,0.068523,3.0302e-13,2.6334e-06,1.1573e-07,3.4867e-06,0.15109,1.8848e-13,2.2011e-13,2.849e-13,2.1879e-13,2.8976e-21,8.5183e-13,7.1285e-06,7.0729e-13,5.653e-13,5.5815e-13,5.6754e-13,5.5785e-13,6.8991e-06,2.2755e-07,6.1356e-06,0.55711,4.5909e-13,4.4434e-13,4.6013e-13,4.4474e-13,8.5183e-13,7.1343e-13,7.8881e-06,8.3526e-13,4.8054e-13,4.765e-13,4.8374e-13,4.7655e-13,7.4931e-06,1.8771e-07,6.6217e-06,0.043952,4.9266e-13,4.7494e-13,4.961e-13,4.759e-13,5.9513e-13,5.3014e-06,4.7732e-13,3.8944e-13,3.8409e-13,3.8867e-13,3.8363e-13,5.1346e-06,1.6249e-07,4.5728e-06,0.7491,3.339e-13,3.2287e-13,3.3212e-13,3.2284e-13
